,utcdate,utctime,alt,speed_mph,n_sats
3044415,2021-11-19,,199,66.486697,12
3044686,2021-11-19,,199,32.932663,12
3045101,2021-11-19,,199,32.932663,12
3045374,2021-11-19,,199,133.594765,12
3045650,2021-11-19,,199,133.594765,12
3045924,2021-11-19,,199,32.932663,12
3046202,2021-11-19,,199,0.0,12
3046475,2021-11-19,,199,32.932663,12
3046751,2021-11-19,,199,32.932663,12
3047041,2021-11-19,,199,133.594765,12
3047314,2021-11-19,,199,100.04073100000001,12
3047589,2021-11-19,,199,32.932663,12
3047861,2021-11-19,,199,100.04073100000001,12
3048133,2021-11-19,,199,167.148799,12
3048402,2021-11-19,,199,32.932663,12
3048677,2021-11-19,,199,100.04073100000001,12
3048952,2021-11-19,,199,100.04073100000001,12
3049229,2021-11-19,,199,32.932663,12
3049497,2021-11-19,,199,0.0,12
3049773,2021-11-19,,199,66.486697,12
3050050,2021-11-19,,199,66.486697,12
3050331,2021-11-19,,199,0.0,12
3050601,2021-11-19,,199,66.486697,12
3050883,2021-11-19,,199,100.04073100000001,12
3051151,2021-11-19,,199,66.486697,12
3051431,2021-11-19,,199,133.594765,12
3051702,2021-11-19,,199,66.486697,12
3051975,2021-11-19,,199,0.0,12
3052252,2021-11-19,,199,200.702833,12
3052527,2021-11-19,,199,167.148799,12
3052794,2021-11-19,,199,32.932663,12
3053069,2021-11-19,,199,66.486697,12
3053340,2021-11-19,,199,32.932663,12
3053620,2021-11-19,,199,167.148799,12
3053895,2021-11-19,,199,133.594765,12
3054183,2021-11-19,,199,66.486697,12
3054459,2021-11-19,,199,0.0,12
3054734,2021-11-19,,199,100.04073100000001,12
3055009,2021-11-19,,199,32.932663,12
3055284,2021-11-19,,199,66.486697,12
3055560,2021-11-19,,199,32.932663,12
3055836,2021-11-19,,199,133.594765,12
3056110,2021-11-19,,199,66.486697,12
3056391,2021-11-19,,199,66.486697,12
3056654,2021-11-19,,199,66.486697,12
3056933,2021-11-19,,199,133.594765,12
3057200,2021-11-19,,199,100.04073100000001,12
3057485,2021-11-19,,199,167.148799,12
3057750,2021-11-19,,199,267.810901,12
3058024,2021-11-19,,199,368.473003,12
3058293,2021-11-19,,199,334.918969,12
3058570,2021-11-19,,199,469.135105,12
3058837,2021-11-19,,199,435.581071,12
3059109,2021-11-19,,199,636.905275,12
3059376,2021-11-19,,199,838.229479,12
3059651,2021-11-19,,199,871.783513,12
3059927,2021-11-19,,199,1005.999649,12
3060202,2021-11-19,,199,1509.310159,12
3060471,2021-11-19,,200,2549.485213,12
3060752,2021-11-19,,200,4394.957083,12
3061027,2021-11-19,,200,5602.902307,12
3061390,2021-11-19,,200,9058.346438,12
3061661,2021-11-19,,200,11205.804614,12
3061931,2021-11-19,,200,12715.736144,12
3062197,2021-11-19,,200,14326.329776,12
3062472,2021-11-19,,200,15902.748003,12
3062742,2021-11-19,,200,17748.219873000002,12
3063011,2021-11-19,,200,18385.746519,12
3063283,2021-11-19,,200,20197.664355,12
3063556,2021-11-19,,200,21405.609579,12
3063830,2021-11-19,,200,22613.554803,12
3064112,2021-11-19,,200,23284.635483000002,12
3064388,2021-11-19,,200,22814.879007,12
3064669,2021-11-19,,200,21808.257987,12
3064941,2021-11-19,,200,20969.407137000002,12
3065213,2021-11-19,,200,20264.772423,12
3065490,2021-11-19,,200,19425.921573,12
3065771,2021-11-19,,200,18285.084417000002,12
3066042,2021-11-19,,200,17211.355329,12
3066314,2021-11-19,,200,16875.814989,12
3066591,2021-11-19,,200,15701.423799,12
3066871,2021-11-19,,200,15098.072558,12
3067146,2021-11-19,,200,13084.830518,12
3067421,2021-11-19,,200,12715.736144,12
3067696,2021-11-19,,200,11105.142512,12
3067983,2021-11-19,,200,9695.873084,12
3068254,2021-11-19,,200,8924.130302,12
3068532,2021-11-19,,200,7582.590313,12
3068800,2021-11-19,,200,7079.279803,12
3069085,2021-11-19,,200,5703.564409,12
3069349,2021-11-19,,200,4227.1869130000005,12
3069623,2021-11-19,,200,3321.227995,12
3069900,2021-11-19,,200,1844.8504990000001,12
3070186,2021-11-19,,200,603.351241,12
3070448,2021-11-19,,200,334.918969,12
3070721,2021-11-19,,200,267.810901,12
3070987,2021-11-19,,200,133.594765,12
3071255,2021-11-19,,200,200.702833,12
3071540,2021-11-19,,200,368.473003,12
3071821,2021-11-19,,200,402.027037,12
3072089,2021-11-19,,200,670.459309,12
3072371,2021-11-19,,200,1005.999649,12
3072640,2021-11-19,,200,1744.1883970000001,12
3072927,2021-11-19,,200,2885.025553,12
3073196,2021-11-19,,200,5468.686171,12
3073472,2021-11-19,,200,8185.941554,12
3073748,2021-11-19,,200,10870.264274000001,12
3074023,2021-11-19,,200,13017.72245,12
3074291,2021-11-19,,200,15232.288694,12
3074566,2021-11-19,,200,17681.111805,12
3074848,2021-11-19,,200,19761.461913,12
3075131,2021-11-19,,200,22210.906395,12
3075401,2021-11-19,,200,23351.12218,12
3075673,2021-11-19,,200,25230.148084,12
3075951,2021-11-19,,200,27377.60626,12
3076230,2021-11-19,,200,28484.889382,12
3076502,2021-11-19,,200,30196.145116,12
3076773,2021-11-19,,200,30565.23949,12
3077052,2021-11-19,,200,30699.455626,12
3077330,2021-11-19,,200,30498.131422,12
3077607,2021-11-19,,200,30531.685456,12
3077889,2021-11-19,,200,29726.38864,12
3078157,2021-11-19,,200,28921.091824,12
3078469,2021-11-19,,200,28082.240974,12
3078740,2021-11-19,,200,27310.498192,12
3079015,2021-11-19,,200,26740.079614000002,12
3079289,2021-11-19,,200,25733.458594,12
3079565,2021-11-19,,201,25062.377914,12
3079834,2021-11-19,,201,23854.43269,12
3080115,2021-11-19,,201,23619.554452,12
3080390,2021-11-19,,201,22479.338667,12
3080696,2021-11-19,,201,21573.379749,12
3080972,2021-11-19,,201,21103.623273,12
3081255,2021-11-19,,201,19795.015947,12
3081523,2021-11-19,,201,19191.043335,12
3081799,2021-11-19,,201,18385.746519,12
3082074,2021-11-19,,201,17513.341635,12
3082356,2021-11-19,,201,16942.923057,12
3082624,2021-11-19,,201,15768.531867,12
3082900,2021-11-19,,201,15232.288694,12
3083174,2021-11-19,,201,15400.058864,12
3083460,2021-11-19,,201,14527.653980000001,12
3083740,2021-11-19,,201,14594.762048,12
3084025,2021-11-19,,201,14796.086252000001,12
3084301,2021-11-19,,201,14863.19432,12
3084575,2021-11-19,,201,14594.762048,12
3084851,2021-11-19,,201,14661.870116,12
3085121,2021-11-19,,201,14930.302388,12
3085389,2021-11-19,,201,14326.329776,12
3085665,2021-11-19,,201,13856.5733,12
3085933,2021-11-19,,201,13118.384552,12
3086215,2021-11-19,,201,12547.965974,12
3086490,2021-11-19,,201,11977.547396,12
3086766,2021-11-19,,200,11373.574784,12
3087035,2021-11-19,,200,10937.372342,12
3087316,2021-11-19,,200,10601.832002000001,12
3087591,2021-11-19,,200,10199.183594,12
3087870,2021-11-19,,200,9561.656948,12
3088136,2021-11-19,,200,8689.252064,12
3088417,2021-11-19,,200,7883.955248,12
3088692,2021-11-19,,200,6710.185429,12
3088972,2021-11-19,,200,5737.118443,12
3089249,2021-11-19,,200,4764.0514570000005,12
3089525,2021-11-19,,200,4193.632879,12
3089794,2021-11-19,,200,3254.119927,12
3090073,2021-11-19,,200,2515.931179,12
3090351,2021-11-19,,200,1777.7424310000001,12
3090625,2021-11-19,,200,1240.877887,12
3090899,2021-11-19,,200,334.918969,12
3091166,2021-11-19,,201,66.486697,12
3091440,2021-11-19,,201,32.932663,12
3091714,2021-11-19,,201,167.148799,12
3091983,2021-11-19,,201,66.486697,12
3092258,2021-11-19,,201,167.148799,12
3092534,2021-11-19,,201,0.0,12
3092809,2021-11-19,,201,66.486697,12
3093090,2021-11-19,,201,100.04073100000001,12
3093365,2021-11-19,,201,133.594765,12
3093634,2021-11-19,,201,133.594765,12
3093899,2021-11-19,,201,100.04073100000001,12
3094171,2021-11-19,,201,0.0,12
3094448,2021-11-19,,201,100.04073100000001,12
3094723,2021-11-19,,201,133.594765,12
3094999,2021-11-19,,201,32.932663,12
3095273,2021-11-19,,201,133.594765,12
3095538,2021-11-19,,201,66.486697,12
3095812,2021-11-19,,201,0.0,12
3096087,2021-11-19,,201,100.04073100000001,12
3096361,2021-11-19,,201,66.486697,12
3096639,2021-11-19,,201,66.486697,12
3096939,2021-11-19,,201,133.594765,12
3097212,2021-11-19,,201,100.04073100000001,12
3097488,2021-11-19,,201,100.04073100000001,12
3097750,2021-11-19,,201,66.486697,12
3098029,2021-11-19,,201,133.594765,12
3098308,2021-11-19,,201,100.04073100000001,12
3098589,2021-11-19,,201,32.932663,12
3098852,2021-11-19,,201,100.04073100000001,12
3099128,2021-11-19,,201,66.486697,12
3099400,2021-11-19,,201,66.486697,12
3099674,2021-11-19,,201,133.594765,12
3099940,2021-11-19,,201,32.932663,12
3100216,2021-11-19,,201,32.932663,12
3100481,2021-11-19,,201,100.04073100000001,12
3100768,2021-11-19,,201,133.594765,12
3101035,2021-11-19,,201,66.486697,12
3101319,2021-11-19,,201,66.486697,12
3101585,2021-11-19,,201,66.486697,12
3101868,2021-11-19,,201,66.486697,12
3102139,2021-11-19,,201,100.04073100000001,12
3102418,2021-11-19,,201,636.905275,12
3102688,2021-11-19,,201,0.0,12
3102962,2021-11-19,,201,100.04073100000001,12
3103232,2021-11-19,,201,167.148799,12
3103512,2021-11-19,,201,167.148799,12
3103789,2021-11-19,,201,167.148799,12
3104065,2021-11-19,,201,133.594765,12
3104332,2021-11-19,,201,267.810901,12
3104613,2021-11-19,,201,100.04073100000001,12
3104883,2021-11-19,,201,133.594765,12
3105158,2021-11-19,,201,0.0,12
3105430,2021-11-19,,201,234.256867,12
3105702,2021-11-19,,201,301.364935,12
3105984,2021-11-19,,201,502.689139,12
3106271,2021-11-19,,201,536.243173,12
3106535,2021-11-19,,201,838.229479,12
3106823,2021-11-19,,201,737.567377,12
3107091,2021-11-19,,201,1005.999649,12
3107367,2021-11-19,,201,1408.648057,12
3107636,2021-11-19,,201,1509.310159,12
3107916,2021-11-19,,201,1509.310159,12
3108189,2021-11-19,,201,1777.7424310000001,12
3108461,2021-11-19,,201,2415.269077,12
3108730,2021-11-19,,201,3052.795723,12
3109004,2021-11-19,,201,4394.957083,12
3109274,2021-11-19,,201,5871.334579,12
3109544,2021-11-19,,201,7079.279803,12
3109813,2021-11-19,,201,8253.049622,12
3110093,2021-11-19,,201,9561.656948,12
3110370,2021-11-19,,201,10803.156206,12
3110651,2021-11-19,,201,12111.763532,12
3110929,2021-11-19,,201,12547.965974,12
3111200,2021-11-19,,201,13118.384552,12
3111464,2021-11-19,,201,13051.276484,12
3111740,2021-11-19,,201,12883.506314,12
3112015,2021-11-19,,201,12715.736144,12
3112295,2021-11-19,,201,12245.979668,12
3112565,2021-11-19,,201,11809.777226,12
3112844,2021-11-19,,201,11440.682852,12
3113118,2021-11-19,,201,11440.682852,12
3113396,2021-11-19,,201,10803.156206,12
3113667,2021-11-19,,201,9427.440812,12
3113964,2021-11-19,,201,8353.711724,12
3114229,2021-11-19,,201,7683.252415,12
3114510,2021-11-19,,201,6609.523327,12
3114789,2021-11-19,,201,5804.226511,12
3115059,2021-11-19,,201,4965.375661,12
3115330,2021-11-19,,201,4227.1869130000005,12
3115607,2021-11-19,,201,2952.133621,12
3115881,2021-11-19,,201,1509.310159,12
3116150,2021-11-19,,201,234.256867,12
3116463,2021-11-19,,201,32.932663,12
3116732,2021-11-19,,201,267.810901,12
3117006,2021-11-19,,201,167.148799,12
3117270,2021-11-19,,201,66.486697,12
3117546,2021-11-19,,201,133.594765,12
3117819,2021-11-19,,201,234.256867,12
3118091,2021-11-19,,201,100.04073100000001,12
3118359,2021-11-19,,201,66.486697,12
3118633,2021-11-19,,201,200.702833,12
3118909,2021-11-19,,201,200.702833,12
3119183,2021-11-19,,201,0.0,12
3119447,2021-11-19,,201,66.486697,12
3119722,2021-11-19,,201,234.256867,12
3120004,2021-11-19,,201,334.918969,12
3120273,2021-11-19,,201,66.486697,12
3120547,2021-11-19,,201,301.364935,12
3120820,2021-11-19,,201,267.810901,12
3121087,2021-11-19,,201,301.364935,12
3121361,2021-11-19,,201,435.581071,12
3121631,2021-11-19,,201,100.04073100000001,12
3121911,2021-11-19,,201,133.594765,12
3122174,2021-11-19,,201,267.810901,12
3122450,2021-11-19,,201,167.148799,12
3122712,2021-11-19,,201,66.486697,12
3122998,2021-11-19,,201,100.04073100000001,12
3123269,2021-11-19,,201,0.0,12
3123545,2021-11-19,,201,167.148799,12
3123814,2021-11-19,,201,100.04073100000001,12
3124082,2021-11-19,,201,66.486697,12
3124352,2021-11-19,,200,200.702833,12
3124628,2021-11-19,,200,603.351241,12
3124899,2021-11-19,,200,704.013343,12
3125180,2021-11-19,,200,1207.323853,12
3125452,2021-11-19,,200,2683.701349,12
3125738,2021-11-19,,200,4797.605491,12
3126010,2021-11-19,,200,5837.780545,12
3126288,2021-11-19,,200,7917.509282,12
3126555,2021-11-19,,200,10165.62956,12
3126830,2021-11-19,,200,12011.10143,12
3127105,2021-11-19,,201,13655.249096,12
3127379,2021-11-19,,201,15500.720966,12
3127649,2021-11-19,,201,17043.585159,12
3127925,2021-11-19,,201,17915.990043,12
3128194,2021-11-19,,201,19392.367539,12
3128481,2021-11-19,,201,20432.542593000002,12
3128757,2021-11-19,,201,21372.055545,12
3129032,2021-11-19,,201,22311.568497,12
3129307,2021-11-19,,201,22479.338667,12
3129583,2021-11-19,,201,23351.12218,12
3129851,2021-11-19,,201,24122.864962,12
3130130,2021-11-19,,201,24424.851268,12
3130397,2021-11-19,,201,23787.324622,12
3130682,2021-11-19,,201,23116.865313000002,12
3130946,2021-11-19,,201,22278.014463,12
3131222,2021-11-19,,201,21774.703953,12
3131491,2021-11-19,,201,20734.528899,12
3131766,2021-11-19,,201,20231.218389,12
3132038,2021-11-19,,201,19526.583675,12
3132338,2021-11-19,,201,18385.746519,12
3132610,2021-11-19,,201,18352.192485,12
3132887,2021-11-19,,201,17479.787601,12
3133157,2021-11-19,,202,16875.814989,12
3133429,2021-11-19,,202,16305.396411,12
3133700,2021-11-19,,202,15969.856071,12
3133987,2021-11-19,,202,15165.180626,12
3134259,2021-11-19,,202,14594.762048,12
3134532,2021-11-19,,202,13856.5733,12
3134809,2021-11-19,,202,13353.26279,12
3135087,2021-11-19,,202,12615.074042,12
3135360,2021-11-19,,202,11910.439328,12
3135644,2021-11-19,,202,11306.466716,12
3135913,2021-11-19,,202,11373.574784,12
3136189,2021-11-19,,202,10903.818308,12
3136464,2021-11-19,,202,10769.602172,12
3136740,2021-11-19,,203,10635.386036,12
3137009,2021-11-19,,203,9460.994846,12
3137284,2021-11-19,,203,8588.589962,12
3137553,2021-11-19,,203,8185.941554,12
3137827,2021-11-19,,203,6609.523327,12
3138099,2021-11-19,,203,5804.226511,12
3138372,2021-11-19,,203,4294.294981,12
3138641,2021-11-19,,203,3220.565893,12
3138917,2021-11-19,,203,1777.7424310000001,12
3139188,2021-11-19,,203,603.351241,12
3139462,2021-11-19,,203,234.256867,12
3139729,2021-11-19,,203,301.364935,12
3139992,2021-11-19,,203,234.256867,12
3140262,2021-11-19,,203,66.486697,12
3140530,2021-11-19,,203,66.486697,12
3140805,2021-11-19,,203,133.594765,12
3141068,2021-11-19,,203,502.689139,12
3141344,2021-11-19,,203,636.905275,12
3141618,2021-11-19,,203,1005.999649,12
3141897,2021-11-19,,203,1442.202091,12
3142169,2021-11-19,,203,2079.728737,12
3142446,2021-11-19,,203,3287.673961,12
3142719,2021-11-19,,203,4394.957083,12
3142990,2021-11-19,,203,6206.874919,12
3143259,2021-11-19,,204,7716.806449,12
3143533,2021-11-19,,204,9897.197288,12
3143810,2021-11-19,,204,10970.926376,12
3144084,2021-11-19,,204,12648.628076,12
3144364,2021-11-19,,204,14359.88381,12
3144637,2021-11-19,,204,15902.748003,12
3144915,2021-11-19,,204,16708.044819,12
3145186,2021-11-19,,204,18251.530383,12
3145464,2021-11-19,,204,20097.002253,12
3145730,2021-11-19,,204,21372.055545,12
3146005,2021-11-19,,204,21372.055545,12
3146274,2021-11-19,,204,21204.285375,12
3146554,2021-11-19,,204,20600.312763,12
3146824,2021-11-19,,204,20298.326457,12
3147099,2021-11-19,,204,20533.204695,12
3147370,2021-11-19,,204,20969.407137000002,12
3147642,2021-11-19,,204,20466.096627,12
3147913,2021-11-19,,204,20197.664355,12
3148194,2021-11-19,,204,19694.353845,12
3148464,2021-11-19,,204,19358.813505000002,12
3148732,2021-11-19,,204,18989.719131,12
3149001,2021-11-19,,204,18486.408621,12
3149352,2021-11-19,,204,17781.773907,12
3149622,2021-11-19,,204,18721.286859,12
3149895,2021-11-19,,204,19996.340151,12
3150167,2021-11-19,,205,21338.501511,12
3150440,2021-11-19,,205,22982.649177,12
3150710,2021-11-19,,205,24089.310928,12
3150991,2021-11-19,,205,25431.472288,12
3151260,2021-11-19,,205,26605.863478,12
3151577,2021-11-19,,205,27914.470804,12
3151856,2021-11-19,,205,28384.22728,12
3152131,2021-11-19,,205,29290.186198,12
3152399,2021-11-19,,205,29457.956368,12
3152680,2021-11-19,,205,28853.983756,12
3152956,2021-11-19,,206,28820.429722,12
3153231,2021-11-19,,206,26270.323138,12
3153506,2021-11-19,,206,24626.175472,12
3153785,2021-11-19,,206,21036.515205,12
3154057,2021-11-19,,206,18419.300553,12
3154334,2021-11-19,,206,16338.950445,12
3154607,2021-11-19,,206,14963.856422,12
3154886,2021-11-19,,206,13151.938586,12
3155158,2021-11-19,,206,11943.993362,12
3155434,2021-11-19,,206,10937.372342,12
3155708,2021-11-19,,206,10400.507798,12
3155989,2021-11-19,,206,9830.08922,12
3156259,2021-11-19,,206,9528.102914000001,12
3156539,2021-11-19,,207,11038.034444,12
3156809,2021-11-19,,207,13621.695062,12
3157091,2021-11-19,,207,17479.787601,12
3157360,2021-11-19,,207,22580.000769000002,12
3157636,2021-11-19,,206,26572.309444,12
3157910,2021-11-19,,207,29223.07813,12
3158192,2021-11-19,,207,32712.076295,12
3158461,2021-11-19,,207,36839.222477,12
3158737,2021-11-19,,207,39455.815758,12
3159012,2021-11-19,,207,1183.090384,12
3159287,2021-11-19,,207,4538.493784,12
3159559,2021-11-19,,207,8363.032289,12
3159827,2021-11-19,,207,11651.327621,12
3160097,2021-11-19,,207,15610.082262,12
3160370,2021-11-19,,207,19099.701798000002,12
3160638,2021-11-19,,207,22823.578201,12
3160907,2021-11-19,,207,25575.008989,12
3161179,2021-11-19,,207,29298.885392,12
3161452,2021-11-19,,207,32150.978282,12
3161720,2021-11-19,,207,33627.355778,12
3161990,2021-11-19,,207,36814.989008,12
3162265,2021-11-19,,207,39330.920187,12
3162548,2021-11-19,,207,454.222201,12
3162816,2021-11-19,,207,2064.815833,12
3163090,2021-11-19,,206,3406.977193,12
3163366,2021-11-19,,206,5218.273658,12
3163640,2021-11-19,,206,6560.435018,12
3163923,2021-11-19,,206,7197.961664,12
3164191,2021-11-19,,206,8775.001262,12
3164474,2021-11-19,,206,11190.89171,12
3164741,2021-11-19,,206,12935.080107,12
3165017,2021-11-19,,206,14377.903569,12
3165280,2021-11-19,,206,15854.281065000001,12
3165562,2021-11-19,,206,17565.536799,12
3165831,2021-11-19,,206,18135.955377,12
3166111,2021-11-19,,206,18337.279581,12
3166382,2021-11-19,,206,19041.914295,12
3166656,2021-11-19,,206,19444.562703,12
3166927,2021-11-19,,206,19142.576397,12
3167221,2021-11-19,,206,19611.711502000002,12
3167489,2021-11-19,,207,19779.481672,12
3167763,2021-11-19,,207,19678.81957,12
3168033,2021-11-19,,207,20081.467978,12
3168313,2021-11-19,,207,20081.467978,12
3168584,2021-11-19,,207,20148.576046000002,12
3168873,2021-11-19,,207,20182.13008,12
3169146,2021-11-19,,207,20349.90025,12
3169424,2021-11-19,,207,19947.251842,12
3169692,2021-11-19,,207,19511.670771,12
3169965,2021-11-19,,207,18874.144125,12
3170236,2021-11-19,,207,17968.185207,12
3170514,2021-11-19,,207,17666.198901,12
3170786,2021-11-19,,207,16928.010153,12
3171066,2021-11-19,,207,16391.145609,12
3171346,2021-11-19,,207,16022.051235,12
3171616,2021-11-19,,207,15015.430215,12
3171888,2021-11-19,,207,15015.430215,12
3172167,2021-11-19,,207,14579.227773,12
3172438,2021-11-19,,207,14579.227773,12
3172717,2021-11-19,,207,14008.809195,12
3172987,2021-11-19,,207,13841.039025,12
3173269,2021-11-19,,207,13941.701127,12
3173549,2021-11-19,,207,13673.268855,12
3173826,2021-11-19,,207,13237.066413,12
3174099,2021-11-19,,207,13002.188175,12
3174383,2021-11-19,,207,12666.647835,12
3174659,2021-11-19,,207,12263.999427,12
3174927,2021-11-19,,207,12129.783291,12
3175208,2021-11-19,,207,12096.229257,12
3175478,2021-11-19,,207,12263.999427,12
3175753,2021-11-19,,207,12599.539767,12
3176029,2021-11-19,,207,13169.958345000001,12
3176304,2021-11-19,,207,13673.268855,12
3176573,2021-11-19,,207,13908.147093,12
3176850,2021-11-19,,207,14579.227773,12
3177117,2021-11-19,,207,15183.200385,12
3177393,2021-11-19,,207,15183.200385,12
3177667,2021-11-19,,206,15317.416521000001,12
3177943,2021-11-19,,206,15015.430215,12
3178205,2021-11-19,,206,15116.092317,12
3178478,2021-11-19,,206,15250.308453,12
3178752,2021-11-19,,206,15250.308453,12
3179027,2021-11-19,,206,15820.727031,12
3179297,2021-11-19,,206,15887.835099,12
3179570,2021-11-19,,206,16055.605269,12
3179845,2021-11-19,,206,16592.469813,12
3180121,2021-11-19,,206,16290.483507,12
3180389,2021-11-19,,206,16558.915779,12
3180658,2021-11-19,,206,16290.483507,12
3180929,2021-11-19,,206,16693.131915,12
3181208,2021-11-19,,206,17129.334357,12
3181485,2021-11-19,,206,17162.888391,12
3181759,2021-11-19,,206,17464.874697,12
3182028,2021-11-19,,206,17565.536799,12
3182310,2021-11-19,,206,17733.306969,12
3182585,2021-11-19,,205,17833.969071,12
3182860,2021-11-19,,205,17968.185207,12
3183135,2021-11-19,,205,17733.306969,12
3183410,2021-11-19,,205,17934.631173,12
3183686,2021-11-19,,205,17699.752935,12
3183967,2021-11-19,,205,17666.198901,12
3184236,2021-11-19,,205,17901.077139,12
3184537,2021-11-19,,205,17800.415037,12
3184806,2021-11-19,,205,17934.631173,12
3185087,2021-11-19,,204,17833.969071,12
3185361,2021-11-19,,204,18001.739241,12
3185638,2021-11-19,,204,17699.752935,12
3185907,2021-11-19,,204,17901.077139,12
3186178,2021-11-19,,204,17699.752935,12
3186452,2021-11-19,,204,17968.185207,12
3186764,2021-11-19,,203,17766.861003,12
3187036,2021-11-19,,203,17666.198901,12
3187309,2021-11-19,,203,17733.306969,12
3187585,2021-11-19,,203,17699.752935,12
3187865,2021-11-19,,203,17833.969071,12
3188136,2021-11-19,,203,17867.523105,12
3188410,2021-11-19,,203,17901.077139,12
3188679,2021-11-19,,202,17833.969071,12
3188955,2021-11-19,,202,17867.523105,12
3189229,2021-11-19,,202,17464.874697,12
3189504,2021-11-19,,202,16961.564187,12
3189778,2021-11-19,,202,16525.361745000002,12
3190054,2021-11-19,,201,15787.172997,12
3190330,2021-11-19,,201,15283.862487,12
3190604,2021-11-19,,201,14814.106011,12
3190878,2021-11-19,,201,14243.687433000001,12
3191155,2021-11-19,,201,13337.728515,12
3191426,2021-11-19,,201,12901.526073,12
3191700,2021-11-19,,200,13002.188175,12
3191968,2021-11-19,,200,12465.323631,12
3192251,2021-11-19,,200,12230.445393,12
3192519,2021-11-19,,200,11727.756254,12
3192801,2021-11-19,,200,11593.540118,12
3193069,2021-11-19,,200,11291.553812,12
3193352,2021-11-19,,200,11190.89171,12
3193635,2021-11-19,,199,10452.702962,12
3193913,2021-11-19,,199,10318.486826,12
3194184,2021-11-19,,199,9378.973874,12
3194464,2021-11-19,,199,8405.906888,12
3194735,2021-11-19,,199,7298.623766,12
3195014,2021-11-19,,199,6426.218882,12
3195285,2021-11-19,,199,5486.70593,12
3195555,2021-11-19,,198,4345.8687740000005,12
3195829,2021-11-19,,198,2601.680377,12
3196104,2021-11-19,,198,1125.302881,12
3196378,2021-11-19,,198,39398.028255,12
3196648,2021-11-19,,198,37317.678147,12
3196925,2021-11-19,,198,36076.80026,12
3197197,2021-11-19,,198,34030.004186,12
3197470,2021-11-19,,198,31949.654078,12
3197737,2021-11-19,,198,29902.858004,12
3198014,2021-11-19,,198,28628.426083000002,12
3198287,2021-11-19,,197,27051.386485,12
3198564,2021-11-19,,197,25071.698479,12
3198838,2021-11-19,,197,23125.564507,12
3199115,2021-11-19,,197,22320.267691,12
3199382,2021-11-19,,197,20710.295430000002,12
3199665,2021-11-19,,197,19066.147764,12
3199935,2021-11-19,,197,17422.000098,12
3200208,2021-11-19,,197,16583.149248,12
3200484,2021-11-19,,197,15006.10965,12
3200765,2021-11-19,,197,13429.691423,12
3201040,2021-11-19,,197,11517.111485,12
3201315,2021-11-19,,197,10476.936431,12
3201591,2021-11-19,,197,9000.558935000001,12
3201879,2021-11-19,,197,8061.045983,12
3202154,2021-11-19,,197,6886.654793,12
3202437,2021-11-19,,197,5545.114804,12
3202704,2021-11-19,,197,5276.682532,12
3203005,2021-11-19,,197,4202.953444,12
3203281,2021-11-19,,197,3129.224356,12
3203556,2021-11-19,,196,2357.481574,12
3203828,2021-11-19,,196,1753.508962,12
3204099,2021-11-19,,196,981.76618,12
3204381,2021-11-19,,196,40663.760982,12
3204657,2021-11-19,,196,39757.802064,12
3204928,2021-11-19,,196,38617.586279,12
3205199,2021-11-19,,196,37376.087021,12
3205470,2021-11-19,,196,35866.155491,12
3205745,2021-11-19,,196,34389.777995,12
3206020,2021-11-19,,196,33047.616635,12
3206289,2021-11-19,,196,31202.144765,12
3206558,2021-11-19,,196,28988.199892,12
3206829,2021-11-19,,196,27008.511886,12
3207109,2021-11-19,,196,25397.918254,12
3207384,2021-11-19,,196,22345.122531,12
3207656,2021-11-19,,196,18956.165097,12
3207925,2021-11-19,,196,16674.490785,12
3208205,2021-11-19,,196,13219.046654,12
3208476,2021-11-19,,196,10031.413424,12
3208748,2021-11-19,,196,7549.036279,12
3209026,2021-11-19,,196,6441.753157,12
3209298,2021-11-19,,196,5099.591797,12
3209568,2021-11-19,,196,4059.416743,12
3209848,2021-11-19,,196,3623.214301,12
3210118,2021-11-19,,196,2717.255383,12
3210396,2021-11-19,,196,1073.107717,12
3210662,2021-11-19,,196,100.04073100000001,12
3210937,2021-11-19,,195,200.702833,12
3211206,2021-11-19,,195,32.932663,12
3211484,2021-11-19,,195,66.486697,12
3211750,2021-11-19,,195,32.932663,12
3212036,2021-11-19,,195,133.594765,12
3212313,2021-11-19,,195,133.594765,12
3212589,2021-11-19,,195,234.256867,12
3212853,2021-11-19,,195,66.486697,12
3213131,2021-11-19,,195,402.027037,12
3213403,2021-11-19,,195,334.918969,12
3213683,2021-11-19,,195,234.256867,12
3213954,2021-11-19,,195,200.702833,12
3214233,2021-11-19,,195,100.04073100000001,12
3214503,2021-11-19,,195,234.256867,12
3214782,2021-11-19,,195,133.594765,12
3215047,2021-11-19,,195,267.810901,12
3215316,2021-11-19,,195,200.702833,12
3215587,2021-11-19,,195,133.594765,12
3215854,2021-11-19,,195,167.148799,12
3216130,2021-11-19,,195,133.594765,12
3216393,2021-11-19,,195,167.148799,12
3216667,2021-11-19,,195,200.702833,12
3216930,2021-11-19,,195,133.594765,12
3217206,2021-11-19,,195,133.594765,12
3217481,2021-11-19,,195,267.810901,12
3217757,2021-11-19,,195,133.594765,12
3218033,2021-11-19,,194,66.486697,12
3218307,2021-11-19,,194,234.256867,12
3218582,2021-11-19,,194,267.810901,12
3218857,2021-11-19,,194,167.148799,12
3219126,2021-11-19,,194,368.473003,12
3219396,2021-11-19,,194,1240.877887,12
