,utcdate,utctime,alt,speed_mph,n_sats
1211632,2021-11-19,,179,7762.166532,12
1211909,2021-11-19,,179,8198.368974,12
1212183,2021-11-19,,178,8701.679484,12
1212466,2021-11-19,,178,9406.314198,12
1212737,2021-11-19,,178,9775.408572,12
1213008,2021-11-19,,178,10144.502946,12
1213278,2021-11-19,,178,10446.489252,12
1213609,2021-11-19,,178,10949.799762,12
1213878,2021-11-19,,177,11620.880442,12
1214158,2021-11-19,,177,11889.312714,12
1214428,2021-11-19,,177,12124.190952,12
1214706,2021-11-19,,177,12459.731292,12
1214973,2021-11-19,,177,12728.163564,12
1215248,2021-11-19,,176,12996.595836,12
1215525,2021-11-19,,176,13063.703904,12
1215807,2021-11-19,,176,13332.136176,12
1216076,2021-11-19,,176,13567.014414,12
1216362,2021-11-19,,176,13667.676516,12
1216631,2021-11-19,,175,13901.933383,12
1216907,2021-11-19,,175,14069.703553,12
1217176,2021-11-19,,175,14405.243893,12
1217451,2021-11-19,,175,14640.122131,12
1217726,2021-11-19,,175,14640.122131,12
1218007,2021-11-19,,174,14740.784233,12
1218276,2021-11-19,,174,14908.554403,12
1218552,2021-11-19,,174,15344.756845,12
1218827,2021-11-19,,174,15311.202811000001,12
1219102,2021-11-19,,174,15378.310879,12
1219372,2021-11-19,,174,15512.527015,12
1219648,2021-11-19,,173,15747.405253,12
1219916,2021-11-19,,173,15747.405253,12
1220191,2021-11-19,,173,15982.283491,12
1220466,2021-11-19,,173,16015.837525,12
1220742,2021-11-19,,172,15948.729457,12
1221026,2021-11-19,,172,16485.594001,12
1221306,2021-11-19,,172,16586.256103,12
1221576,2021-11-19,,171,16519.148035000002,12
1221849,2021-11-19,,171,16720.472239,12
1222118,2021-11-19,,171,16284.269797,12
1222394,2021-11-19,,171,16082.945593,12
1222668,2021-11-19,,170,15915.175423,12
1222944,2021-11-19,,170,15982.283491,12
1223219,2021-11-19,,170,15948.729457,12
1223496,2021-11-19,,170,15814.513321,12
1223769,2021-11-19,,170,16082.945593,12
1224045,2021-11-19,,169,16082.945593,12
1224315,2021-11-19,,169,16082.945593,12
1224589,2021-11-19,,169,16384.931899,12
1224865,2021-11-19,,169,16384.931899,12
1225135,2021-11-19,,169,16519.148035000002,12
1225408,2021-11-19,,168,16619.810137,12
1225683,2021-11-19,,168,16686.918205,12
1225959,2021-11-19,,168,16351.377865,12
1226234,2021-11-19,,168,16653.364171,12
1226506,2021-11-19,,168,16217.161729,12
1226784,2021-11-19,,167,16250.715763,12
1227059,2021-11-19,,167,16150.053661,12
1227331,2021-11-19,,167,16150.053661,12
1227608,2021-11-19,,167,16183.607695,12
1227887,2021-11-19,,167,16284.269797,12
1228162,2021-11-19,,167,16150.053661,12
1228468,2021-11-19,,166,16217.161729,12
1228737,2021-11-19,,166,16519.148035000002,12
1229012,2021-11-19,,166,16485.594001,12
1229295,2021-11-19,,166,16485.594001,12
1229569,2021-11-19,,166,16686.918205,12
1229838,2021-11-19,,166,16720.472239,12
1230115,2021-11-19,,165,16921.796443,12
1230389,2021-11-19,,165,16888.242409,12
1230664,2021-11-19,,165,17089.566613,12
1230938,2021-11-19,,165,17458.660987,12
1231214,2021-11-19,,165,17425.106953,12
1231490,2021-11-19,,165,17458.660987,12
1231765,2021-11-19,,165,17357.998885,12
1232038,2021-11-19,,165,17056.012579,12
1232310,2021-11-19,,164,17257.336783,12
1232588,2021-11-19,,164,17425.106953,12
1232861,2021-11-19,,164,17324.444851,12
1233128,2021-11-19,,164,17223.782749,12
1233404,2021-11-19,,164,17190.228715,12
1233676,2021-11-19,,164,16686.918205,12
1233947,2021-11-19,,164,16619.810137,12
1234216,2021-11-19,,164,17022.458545,12
1234494,2021-11-19,,163,17089.566613,12
1234767,2021-11-19,,163,16921.796443,12
1235043,2021-11-19,,163,17056.012579,12
1235311,2021-11-19,,163,16888.242409,12
1235589,2021-11-19,,163,16720.472239,12
1235857,2021-11-19,,163,14573.014063,12
1236131,2021-11-19,,163,20277.199843,12
1236407,2021-11-19,,163,11084.015898,12
1236689,2021-11-19,,163,15915.175423,12
1236966,2021-11-19,,163,14875.000369,12
1237245,2021-11-19,,163,15713.851219,12
1237516,2021-11-19,,163,16384.931899,12
1237791,2021-11-19,,163,16082.945593,12
1238059,2021-11-19,,163,16082.945593,12
1238335,2021-11-19,,163,15646.743151,12
1238605,2021-11-19,,163,15344.756845,12
1238884,2021-11-19,,163,15244.094743,12
1239158,2021-11-19,,163,15210.540709,12
1239434,2021-11-19,,163,14841.446335,12
1239710,2021-11-19,,163,14673.676165,12
1239985,2021-11-19,,163,15143.432641,12
1240258,2021-11-19,,163,15277.648777,12
1240537,2021-11-19,,163,15579.635083000001,12
1240811,2021-11-19,,163,15680.297185,12
1241086,2021-11-19,,163,16049.391559,12
1241361,2021-11-19,,163,16418.485933,12
1241637,2021-11-19,,163,16485.594001,12
1241906,2021-11-19,,164,16720.472239,12
1242188,2021-11-19,,164,16787.580307,12
1242465,2021-11-19,,164,17123.120647,12
1242739,2021-11-19,,164,17022.458545,12
1243008,2021-11-19,,164,17391.552919,12
1243289,2021-11-19,,165,17223.782749,12
1243566,2021-11-19,,165,17022.458545,12
1243839,2021-11-19,,165,16921.796443,12
1244108,2021-11-19,,165,16921.796443,12
1244390,2021-11-19,,165,16787.580307,12
1244659,2021-11-19,,165,16384.931899,12
1244928,2021-11-19,,165,15915.175423,12
1245197,2021-11-19,,165,15411.864913,12
1245548,2021-11-19,,165,15009.216505,12
1245824,2021-11-19,,166,14170.365655,12
1246105,2021-11-19,,166,14136.811621,12
1246375,2021-11-19,,166,13533.46038,12
1246650,2021-11-19,,166,13634.122482,12
1246917,2021-11-19,,166,13298.582142,12
1247185,2021-11-19,,166,13164.366006,12
1247457,2021-11-19,,166,13097.257938,12
1247730,2021-11-19,,166,12996.595836,12
1248000,2021-11-19,,167,12828.825666,12
1248268,2021-11-19,,167,12694.60953,12
1248544,2021-11-19,,167,12493.285326,12
1248969,2021-11-19,,167,12057.082884,12
1249244,2021-11-19,,167,12023.52885,12
1249520,2021-11-19,,167,11989.974816,12
1249795,2021-11-19,,167,12090.636918,12
1250070,2021-11-19,,168,12157.744986,12
1250345,2021-11-19,,168,11587.326408,12
1250627,2021-11-19,,168,11318.894136,12
1250895,2021-11-19,,168,11587.326408,12
1251171,2021-11-19,,168,11587.326408,12
1251446,2021-11-19,,168,11520.21834,12
1251722,2021-11-19,,168,11386.002204,12
1252002,2021-11-19,,168,11486.664306,12
1252274,2021-11-19,,169,11419.556238000001,12
1252552,2021-11-19,,169,11654.434476,12
1252824,2021-11-19,,169,11352.44817,12
1253104,2021-11-19,,169,11453.110272,12
1253373,2021-11-19,,169,11587.326408,12
1253653,2021-11-19,,169,11855.75868,12
1253924,2021-11-19,,169,12023.52885,12
1254201,2021-11-19,,169,12124.190952,12
1254469,2021-11-19,,169,12493.285326,12
1254742,2021-11-19,,169,12191.29902,12
1255007,2021-11-19,,169,12291.961122,12
1255281,2021-11-19,,169,12593.947428,12
1255550,2021-11-19,,169,12392.623224,12
1255831,2021-11-19,,169,12828.825666,12
1256101,2021-11-19,,169,12694.60953,12
1256377,2021-11-19,,169,12895.933734,12
1256651,2021-11-19,,169,12862.3797,12
1256931,2021-11-19,,169,13097.257938,12
1257197,2021-11-19,,169,13231.474074,12
1257472,2021-11-19,,170,12996.595836,12
1257741,2021-11-19,,170,13030.14987,12
1258015,2021-11-19,,170,13399.244244,12
1258285,2021-11-19,,170,13499.906346,12
1258561,2021-11-19,,170,13801.892652,12
1258828,2021-11-19,,170,13600.568448,12
1259105,2021-11-19,,170,13667.676516,12
1259374,2021-11-19,,170,14036.149519,12
1259649,2021-11-19,,170,13935.487417,12
1259930,2021-11-19,,170,14170.365655,12
1260215,2021-11-19,,170,13935.487417,12
1260493,2021-11-19,,170,14136.811621,12
1260769,2021-11-19,,170,14170.365655,12
1261043,2021-11-19,,171,14237.473723000001,12
1261319,2021-11-19,,171,14304.581791,12
1261588,2021-11-19,,171,14505.905995000001,12
1261869,2021-11-19,,171,14304.581791,12
1262139,2021-11-19,,171,14472.351961,12
1262418,2021-11-19,,171,14505.905995000001,12
1262683,2021-11-19,,171,14170.365655,12
1262966,2021-11-19,,171,14237.473723000001,12
1263234,2021-11-19,,171,14438.797927,12
1263505,2021-11-19,,172,14807.892301,12
1263771,2021-11-19,,172,14539.460029,12
1264059,2021-11-19,,172,14539.460029,12
1264334,2021-11-19,,172,14774.338267000001,12
1264610,2021-11-19,,172,14271.027757,12
1264884,2021-11-19,,172,15076.324573,12
1265169,2021-11-19,,172,14505.905995000001,12
1265435,2021-11-19,,172,14673.676165,12
1265711,2021-11-19,,173,14573.014063,12
1265986,2021-11-19,,173,14606.568097,12
1266262,2021-11-19,,173,14606.568097,12
1266536,2021-11-19,,173,14237.473723000001,12
1266813,2021-11-19,,173,14573.014063,12
1267087,2021-11-19,,173,15009.216505,12
1267362,2021-11-19,,173,15176.986675,12
1267634,2021-11-19,,173,15143.432641,12
1267907,2021-11-19,,173,15143.432641,12
1268175,2021-11-19,,173,15109.878607,12
1268451,2021-11-19,,173,15311.202811000001,12
1268726,2021-11-19,,173,15210.540709,12
1269004,2021-11-19,,173,15378.310879,12
1269289,2021-11-19,,173,15478.972981,12
1269574,2021-11-19,,173,15982.283491,12
1269847,2021-11-19,,173,15646.743151,12
1270123,2021-11-19,,174,15881.621389,12
1270390,2021-11-19,,174,15982.283491,12
1270666,2021-11-19,,174,16015.837525,12
1270941,2021-11-19,,174,16150.053661,12
1271216,2021-11-19,,174,16418.485933,12
1271485,2021-11-19,,174,16317.823831,12
1271760,2021-11-19,,174,16485.594001,12
1272029,2021-11-19,,174,17190.228715,12
1272304,2021-11-19,,174,17022.458545,12
1272576,2021-11-19,,174,17156.674681,12
1272862,2021-11-19,,174,17458.660987,12
1273131,2021-11-19,,174,17357.998885,12
1273406,2021-11-19,,174,17458.660987,12
1273675,2021-11-19,,174,17894.863429,12
1273956,2021-11-19,,174,17827.755361,12
1274225,2021-11-19,,174,18230.403769,12
1274500,2021-11-19,,174,18163.295701,12
1274770,2021-11-19,,174,18297.511837000002,12
1275056,2021-11-19,,174,18465.282007,12
1275327,2021-11-19,,174,18532.390075,12
1275596,2021-11-19,,174,18599.498143,12
1275865,2021-11-19,,174,19035.700585,12
1276146,2021-11-19,,174,19069.254619,12
1276422,2021-11-19,,174,19471.903027,12
1276697,2021-11-19,,174,19539.011095,12
1276966,2021-11-19,,174,19773.889333,12
1277243,2021-11-19,,175,19740.335299,12
1277510,2021-11-19,,175,20210.091775,12
1277785,2021-11-19,,175,20243.645809,12
1278060,2021-11-19,,175,20679.848251,12
1278336,2021-11-19,,175,20814.064387,12
1278611,2021-11-19,,175,20881.172455,12
1278885,2021-11-19,,175,21216.712795,12
1279162,2021-11-19,,175,21149.604727,12
1279436,2021-11-19,,175,21518.699101000002,12
1279713,2021-11-19,,175,21619.361203,12
1279987,2021-11-19,,175,21920.726138,12
1280263,2021-11-19,,175,22256.266478,12
1280538,2021-11-19,,175,22222.712444,12
1280806,2021-11-19,,175,22658.914886,12
1281088,2021-11-19,,175,22893.793124,12
1281363,2021-11-19,,175,22860.23909,12
1281788,2021-11-19,,175,23229.333464,12
1282065,2021-11-19,,175,23598.427838,12
1282345,2021-11-19,,175,23430.657668,12
1282615,2021-11-19,,175,23967.522212,12
1282889,2021-11-19,,175,24269.508518,12
1283165,2021-11-19,,175,24437.278688,12
1283434,2021-11-19,,175,24470.832722,12
1283703,2021-11-19,,175,24839.927096,12
1284135,2021-11-19,,175,24638.602892,12
1284404,2021-11-19,,176,25376.79164,12
1284687,2021-11-19,,176,25544.56181,12
1284963,2021-11-19,,176,25980.764252,12
1285242,2021-11-19,,176,26282.750558,12
1285514,2021-11-19,,176,26383.41266,12
1285787,2021-11-19,,176,26484.074762,12
1286063,2021-11-19,,176,26685.398966,12
1286337,2021-11-19,,176,26786.061068,12
1286605,2021-11-19,,176,27121.601408,12
1286876,2021-11-19,,176,26953.831238,12
1287144,2021-11-19,,176,26416.966694,12
1287419,2021-11-19,,176,25443.899708,12
1287695,2021-11-19,,176,24739.264994,12
1287966,2021-11-19,,176,23262.887498,12
1288232,2021-11-19,,176,22323.374546,12
1288508,2021-11-19,,176,21216.712795,12
1288783,2021-11-19,,176,20344.307911,12
1289060,2021-11-19,,176,19304.132857,12
1289333,2021-11-19,,176,18230.403769,12
1289610,2021-11-19,,176,17056.012579,12
1289884,2021-11-19,,176,15948.729457,12
1290160,2021-11-19,,176,15311.202811000001,12
1290435,2021-11-19,,177,14271.027757,12
1290711,2021-11-19,,177,12661.055496,12
1290985,2021-11-19,,177,11788.650612,12
1291261,2021-11-19,,177,10949.799762,12
1291536,2021-11-19,,177,10110.948912,12
1291812,2021-11-19,,177,8768.787552,12
1292088,2021-11-19,,177,8366.139144,12
1292362,2021-11-19,,177,8030.598804,12
1292634,2021-11-19,,177,7728.612498,12
1292906,2021-11-19,,177,7359.518124,12
1293182,2021-11-19,,177,7057.531818,12
1293463,2021-11-19,,177,6822.65358,12
1293739,2021-11-19,,177,6789.099546,12
1294013,2021-11-19,,177,6654.88341,12
1294288,2021-11-19,,177,6688.437444,12
1294564,2021-11-19,,177,6923.315682,12
1294839,2021-11-19,,177,6856.207614,12
1295115,2021-11-19,,177,6956.869716,12
1295383,2021-11-19,,177,7191.747954,12
1295655,2021-11-19,,177,7057.531818,12
1295923,2021-11-19,,177,7191.747954,12
1296199,2021-11-19,,177,7023.977784,12
1296466,2021-11-19,,178,7560.842328,12
1296742,2021-11-19,,178,7359.518124,12
1297012,2021-11-19,,178,7258.856022,12
1297292,2021-11-19,,178,7460.180226,12
1297561,2021-11-19,,178,7661.50443,12
1297829,2021-11-19,,178,7661.50443,12
1298105,2021-11-19,,178,7493.73426,12
1298381,2021-11-19,,178,7426.626192,12
1298655,2021-11-19,,178,7627.950396,12
1298932,2021-11-19,,178,7627.950396,12
1299203,2021-11-19,,178,7560.842328,12
1299481,2021-11-19,,178,7292.410056,12
1299756,2021-11-19,,178,6956.869716,12
1300163,2021-11-19,,178,7359.518124,12
1300438,2021-11-19,,178,7393.072158,12
1300708,2021-11-19,,178,7560.842328,12
1300983,2021-11-19,,178,7661.50443,12
1301257,2021-11-19,,178,7124.639886,12
1301522,2021-11-19,,178,7560.842328,12
1301796,2021-11-19,,178,7460.180226,12
1302065,2021-11-19,,178,7393.072158,12
1302335,2021-11-19,,179,7023.977784,12
1302609,2021-11-19,,179,6789.099546,12
1302885,2021-11-19,,179,5950.870067,12
1303160,2021-11-19,,179,5145.573251,12
1303443,2021-11-19,,179,4810.032911,12
1303712,2021-11-19,,179,4239.614333,12
1303986,2021-11-19,,179,3870.519959,12
1304261,2021-11-19,,179,3568.533653,12
1304536,2021-11-19,,179,3065.223143,12
1304806,2021-11-19,,179,2259.926327,12
1305086,2021-11-19,,179,1085.535137,12
1305362,2021-11-19,,179,414.454457,12
1305644,2021-11-19,,179,40599.759769000004,12
1305913,2021-11-19,,179,39526.030681000004,12
1306187,2021-11-19,,179,38452.922964,12
1306463,2021-11-19,,179,37546.964046,12
1306738,2021-11-19,,179,37077.20757,12
1307014,2021-11-19,,179,36473.234958,12
1307289,2021-11-19,,179,36070.58655,12
1307564,2021-11-19,,179,35667.938142,12
1307840,2021-11-19,,179,35198.181666,12
1308112,2021-11-19,,179,34527.100986,12
1308384,2021-11-19,,179,33453.371898,12
1308662,2021-11-19,,179,33252.047694,12
1308941,2021-11-19,,179,32211.87264,12
1309213,2021-11-19,,179,30434.130209,12
1309492,2021-11-19,,179,28689.320441,12
1309762,2021-11-19,,179,27414.267149,12
1310042,2021-11-19,,179,24662.836361,12
1310314,2021-11-19,,179,20502.757516,12
1310586,2021-11-19,,179,15336.057651000001,12
1310855,2021-11-19,,179,11678.667945,12
1311125,2021-11-19,,179,6008.65757,12
1311393,2021-11-19,,179,673.566164,12
1311669,2021-11-19,,179,35759.279679,12
1311943,2021-11-19,,179,31834.079072,12
1312219,2021-11-19,,179,26431.879598,12
1312488,2021-11-19,,179,21701.382175,12
1312763,2021-11-19,,179,16601.790378,12
1313039,2021-11-19,,179,13246.386978,12
1313307,2021-11-19,,179,8851.429895,12
1313576,2021-11-19,,180,3784.770761,12
1313857,2021-11-19,,180,329.32663,12
1314126,2021-11-19,,180,35817.067182,12
1314396,2021-11-19,,180,30549.705215,12
1314666,2021-11-19,,180,26590.950574,12
1314941,2021-11-19,,180,24040.84399,12
1315212,2021-11-19,,180,19578.157468,12
1315484,2021-11-19,,180,17028.672255,12
1315761,2021-11-19,,180,15283.862487,12
1316035,2021-11-19,,180,13673.268855,12
1316304,2021-11-19,,180,11090.229608,12
1316580,2021-11-19,,180,10419.148928,12
1316848,2021-11-19,,180,12163.337325,12
1317262,2021-11-19,,180,4513.638944,12
1317532,2021-11-19,,180,1360.181119,12
1317806,2021-11-19,,180,2735.896513,12
1318074,2021-11-19,,180,2836.558615,12
1318356,2021-11-19,,180,3239.207023,12
1318625,2021-11-19,,180,3272.761057,12
1318906,2021-11-19,,180,1997.707765,12
1319176,2021-11-19,,179,655.546405,12
1319597,2021-11-19,,179,39129.595983,12
1319864,2021-11-19,,179,39062.487915,12
1320139,2021-11-19,,179,38223.637065,12
1320409,2021-11-19,,179,37619.664453,12
1320689,2021-11-19,,179,37116.353943,12
1320958,2021-11-19,,179,36982.137807,12
1321232,2021-11-19,,179,36680.772872,12
1321503,2021-11-19,,179,36043.246226,12
1321784,2021-11-19,,179,35774.813954,12
1322061,2021-11-19,,179,35137.287308,12
1322333,2021-11-19,,179,34801.746968,12
1322604,2021-11-19,,179,34533.314696,12
1322886,2021-11-19,,179,33962.896118,12
1323161,2021-11-19,,179,33627.355778,12
1323436,2021-11-19,,179,33224.707370000004,12
1323705,2021-11-19,,179,32419.410554000002,12
1323980,2021-11-19,,179,32117.424248,12
1324256,2021-11-19,,179,32083.870214,12
1324531,2021-11-19,,179,31580.559704,12
1324806,2021-11-19,,179,30775.262888,12
1325081,2021-11-19,,179,30104.182208000002,12
1325355,2021-11-19,,179,29265.331358,12
1325621,2021-11-19,,179,27286.264723,12
1325895,2021-11-19,,179,24803.266207,12
1326164,2021-11-19,,179,21716.295079,12
1326445,2021-11-19,,179,20005.660716,12
1326721,2021-11-19,,179,16583.149248,12
1326996,2021-11-19,,179,13161.259151,12
1327265,2021-11-19,,179,11148.017111000001,12
1327541,2021-11-19,,179,7993.937915,12
1327812,2021-11-19,,179,5075.358328,12
1328083,2021-11-19,,179,2021.9412340000001,12
1328360,2021-11-19,,179,914.658112,12
1328635,2021-11-19,,179,38785.356449,12
1328911,2021-11-19,,179,35799.047423,12
1329185,2021-11-19,,179,33047.616635,12
1329461,2021-11-19,,179,31135.036697,12
1329736,2021-11-19,,179,28887.53779,12
1330004,2021-11-19,,179,27042.06592,12
1330282,2021-11-19,,179,25196.59405,12
1330553,2021-11-19,,179,25129.485982000002,12
1330834,2021-11-19,,179,23217.527415,12
1331101,2021-11-19,,179,21875.366055,12
1331376,2021-11-19,,179,21103.623273,12
1331653,2021-11-19,,179,20365.434525,12
1331936,2021-11-19,,179,20097.002253,12
1332202,2021-11-19,,178,19795.015947,12
1332475,2021-11-19,,178,20063.448219,12
1332745,2021-11-19,,178,19895.678049000002,12
1333027,2021-11-19,,178,19929.232083,12
1333302,2021-11-19,,178,19996.340151,12
1333581,2021-11-19,,178,20029.894185,12
1333860,2021-11-19,,178,20063.448219,12
1334133,2021-11-19,,178,19694.353845,12
1334403,2021-11-19,,178,20164.110321,12
1334684,2021-11-19,,178,19593.691743,12
1334962,2021-11-19,,178,20063.448219,12
1335236,2021-11-19,,178,20197.664355,12
1335504,2021-11-19,,178,19895.678049000002,12
1335919,2021-11-19,,178,19862.124015,12
1336193,2021-11-19,,178,19795.015947,12
1336473,2021-11-19,,178,20298.326457,12
1336742,2021-11-19,,178,20197.664355,12
1337022,2021-11-19,,178,19895.678049000002,12
1337293,2021-11-19,,178,19191.043335,12
1337572,2021-11-19,,178,18217.976349,12
1337843,2021-11-19,,178,17915.990043,12
1338120,2021-11-19,,178,16439.612547,12
1338394,2021-11-19,,178,15869.193969,12
1338672,2021-11-19,,178,14393.437844,12
1338945,2021-11-19,,178,13890.127334,12
1339220,2021-11-19,,178,13453.924892,12
1339510,2021-11-19,,178,12078.209498,12
1339784,2021-11-19,,178,11977.547396,12
1340059,2021-11-19,,178,12111.763532,12
1340343,2021-11-19,,178,11776.223192,12
1340622,2021-11-19,,178,11642.007056,12
1340897,2021-11-19,,178,11474.236886,12
1341165,2021-11-19,,178,11373.574784,12
1341434,2021-11-19,,178,11407.128818,12
1341704,2021-11-19,,178,12011.10143,12
1341973,2021-11-19,,178,11776.223192,12
1342261,2021-11-19,,178,12145.317566,12
1342531,2021-11-19,,178,11809.777226,12
1342806,2021-11-19,,178,12514.41194,12
1343081,2021-11-19,,178,12749.290178,12
1343355,2021-11-19,,178,11943.993362,12
1343625,2021-11-19,,178,12279.533702,12
1343900,2021-11-19,,178,12245.979668,12
1344173,2021-11-19,,178,12581.520008,12
1344453,2021-11-19,,178,12480.857906,12
1344726,2021-11-19,,178,12816.398246,12
1345001,2021-11-19,,178,12648.628076,12
1345273,2021-11-19,,178,12917.060348,12
1345557,2021-11-19,,178,12849.95228,12
1345826,2021-11-19,,178,12380.195804,12
1346114,2021-11-19,,178,11709.115124,12
1346383,2021-11-19,,178,11574.898988,12
1346659,2021-11-19,,178,10836.71024,12
1346930,2021-11-19,,178,11071.588478,12
1347204,2021-11-19,,178,10870.264274000001,12
1347479,2021-11-19,,178,10870.264274000001,12
1347762,2021-11-19,,178,10534.723934,12
1348030,2021-11-19,,178,10031.413424,12
1348304,2021-11-19,,178,10366.953764,12
1348579,2021-11-19,,178,10702.494104,12
1348861,2021-11-19,,178,11205.804614,12
1349130,2021-11-19,,178,11373.574784,12
1349406,2021-11-19,,178,11373.574784,12
1349680,2021-11-19,,178,11675.56109,12
1349963,2021-11-19,,178,11608.453022,12
1350232,2021-11-19,,178,12212.425634,12
1350508,2021-11-19,,178,12011.10143,12
1350790,2021-11-19,,178,11977.547396,12
1351063,2021-11-19,,178,11977.547396,12
1351332,2021-11-19,,178,11977.547396,12
1351608,2021-11-19,,178,12178.8716,12
1351883,2021-11-19,,178,11977.547396,12
1352165,2021-11-19,,178,11105.142512,12
1352433,2021-11-19,,178,11776.223192,12
1352710,2021-11-19,,178,12380.195804,12
1352984,2021-11-19,,178,12782.844212,12
1353260,2021-11-19,,178,12313.087736,12
1353610,2021-11-19,,178,13957.235402,12
1353889,2021-11-19,,178,16238.288343,12
1354160,2021-11-19,,178,16976.477091,12
1354432,2021-11-19,,178,17479.787601,12
1354704,2021-11-19,,178,17714.665839,12
1354981,2021-11-19,,178,17882.436009,12
1355261,2021-11-19,,178,18251.530383,12
1355537,2021-11-19,,178,19056.827199,12
1355843,2021-11-19,,178,20097.002253,12
1356118,2021-11-19,,178,21539.825715,12
1356387,2021-11-19,,178,22512.892701,12
1356668,2021-11-19,,178,23251.081449,12
1356939,2021-11-19,,178,23351.12218,12
1357210,2021-11-19,,178,23451.784282,12
1357490,2021-11-19,,178,23720.216554,12
1357760,2021-11-19,,178,23619.554452,12
1358039,2021-11-19,,178,23988.648826,12
1358311,2021-11-19,,178,24055.756894000002,12
1358589,2021-11-19,,178,23955.094792,12
1358861,2021-11-19,,178,23820.878656,12
1359139,2021-11-19,,178,24122.864962,12
1359412,2021-11-19,,178,24022.20286,12
1359684,2021-11-19,,178,24257.081098,12
1359964,2021-11-19,,178,24055.756894000002,12
1360240,2021-11-19,,0,24055.756894000002,2
1360503,2021-11-19,,0,24324.189166,2
1360780,2021-11-19,,0,24290.635132,2
1361052,2021-11-19,,0,24592.621438000002,2
1361324,2021-11-19,,178,24189.97303,12
1361592,2021-11-19,,0,24223.527064,2
1361869,2021-11-19,,178,24257.081098,12
1362143,2021-11-19,,178,24525.51337,12
1362418,2021-11-19,,178,24726.837574,12
1362694,2021-11-19,,178,24559.067404,12
1362969,2021-11-19,,178,23317.568146,12
1363244,2021-11-19,,178,22613.554803,12
1363519,2021-11-19,,178,21506.271681000002,12
1363791,2021-11-19,,178,20164.110321,12
1364075,2021-11-19,,178,18519.962655,12
1364345,2021-11-19,,178,17714.665839,12
1364621,2021-11-19,,178,15835.639935000001,12
1364891,2021-11-19,,178,14997.410456,12
1365171,2021-11-19,,178,13722.357164000001,12
1365440,2021-11-19,,0,12682.18211,2
1365721,2021-11-19,,0,11440.682852,2
1365996,2021-11-19,,0,10064.967458000001,2
1366272,2021-11-19,,178,7951.063316,12
1366551,2021-11-19,,0,7012.171735,2
1366831,2021-11-19,,177,5200.253899,12
1367100,2021-11-19,,0,3522.552199,2
1367375,2021-11-19,,177,2146.836805,12
1367653,2021-11-19,,177,2046.174703,12
1367928,2021-11-19,,177,32.932663,12
1368200,2021-11-19,,177,100.04073100000001,12
1368474,2021-11-19,,177,32.932663,12
1368755,2021-11-19,,177,368.473003,12
1369024,2021-11-19,,177,66.486697,12
1369299,2021-11-19,,177,435.581071,12
1369571,2021-11-19,,177,32.932663,12
1369844,2021-11-19,,177,66.486697,12
1370120,2021-11-19,,177,32.932663,12
1370400,2021-11-19,,177,100.04073100000001,12
1370676,2021-11-19,,177,704.013343,12
1370958,2021-11-19,,177,938.891581,12
1371227,2021-11-19,,177,1274.431921,12
1371502,2021-11-19,,0,1811.2964650000001,2
1371772,2021-11-19,,177,2415.269077,12
1372065,2021-11-19,,177,3421.890097,12
1372340,2021-11-19,,0,3992.308675,2
1372622,2021-11-19,,0,5099.591797,2
1372891,2021-11-19,,0,5770.672477,2
1373166,2021-11-19,,177,6877.955599,12
1373441,2021-11-19,,0,7146.387871,2
1373723,2021-11-19,,0,8118.833486,2
1374001,2021-11-19,,0,8722.806098000001,2
1374280,2021-11-19,,0,9293.224676,2
1374554,2021-11-19,,0,9695.873084,2
1374824,2021-11-19,,177,10232.737628,12
1375093,2021-11-19,,0,10736.048138,2
1375369,2021-11-19,,177,11407.128818,12
1375644,2021-11-19,,0,11407.128818,2
1375930,2021-11-19,,177,11642.007056,12
1376194,2021-11-19,,0,11675.56109,2
1376482,2021-11-19,,0,12044.655464,2
1376758,2021-11-19,,177,12212.425634,12
1377032,2021-11-19,,177,12212.425634,12
1377308,2021-11-19,,0,12514.41194,2
1377590,2021-11-19,,0,12581.520008,2
1377858,2021-11-19,,0,12413.749838,12
1378132,2021-11-19,,177,12816.398246,12
1378403,2021-11-19,,0,12682.18211,2
1378683,2021-11-19,,0,12849.95228,2
1378959,2021-11-19,,177,13252.600688,12
1379238,2021-11-19,,177,12984.168416,12
1379504,2021-11-19,,0,13084.830518,2
1379786,2021-11-19,,0,13319.708756,2
1380060,2021-11-19,,177,13151.938586,12
1380341,2021-11-19,,177,13487.478926,12
1380611,2021-11-19,,0,13319.708756,2
1380886,2021-11-19,,0,13252.600688,2
1381161,2021-11-19,,178,13521.03296,12
1381438,2021-11-19,,178,13722.357164000001,12
1381719,2021-11-19,,12,13856.5733,0
1381989,2021-11-19,,12,14259.221708000001,0
1382263,2021-11-19,,178,14426.991878,12
1382538,2021-11-19,,2,14393.437844,200
1382818,2021-11-19,,2,14796.086252000001,200
1383095,2021-11-19,,2,14561.208014,200
1383364,2021-11-19,,178,14896.748354,12
1383639,2021-11-19,,2,15198.73466,200
1383921,2021-11-19,,2,15768.531867,200
1384189,2021-11-19,,2,16775.152887,200
1384459,2021-11-19,,178,17848.881975,12
1384730,2021-11-19,,178,18855.502995,12
1385003,2021-11-19,,0,19929.232083,0
1385278,2021-11-19,,0,21573.379749,0
1385553,2021-11-19,,0,22076.690259,0
1385823,2021-11-19,,0,23586.000418,2
