,rpm,speed,throt_pos,engine_load,bat_volt
59851,902.0,0.0,17,27,14.63
64490,908.0,0.0,16,27,14.63
64754,909.0,0.0,16,27,14.57
65022,908.0,0.0,16,27,14.58
65292,910.0,0.0,16,27,14.6
65573,900.0,0.0,17,28,14.58
65843,892.0,0.0,17,28,14.56
66113,884.0,0.0,17,28,14.54
66393,895.0,0.0,17,27,14.58
66658,892.0,0.0,16,26,14.61
66930,903.0,0.0,16,26,14.6
67201,910.0,0.0,16,26,14.56
67474,920.0,0.0,16,25,14.57
67740,913.0,0.0,16,25,14.57
68009,890.0,0.0,16,27,14.61
68283,891.0,0.0,16,27,14.61
68558,879.0,0.0,16,28,14.63
68833,885.0,0.0,16,28,14.56
69115,880.0,0.0,17,27,14.56
69384,912.0,0.0,16,27,14.62
69658,909.0,0.0,16,27,14.63
69921,903.0,0.0,16,27,14.56
70204,911.0,0.0,16,27,14.6
70484,907.0,0.0,16,27,14.62
70759,902.0,0.0,16,27,14.58
71022,906.0,0.0,16,27,14.56
71288,901.0,0.0,17,28,14.62
71562,901.0,0.0,17,27,14.5
71837,897.0,0.0,17,28,14.52
72115,876.0,0.0,17,27,14.5
72388,903.0,0.0,16,27,14.52
72663,904.0,0.0,16,27,14.53
72937,905.0,0.0,16,26,14.53
73199,906.0,0.0,16,27,14.54
73477,896.0,0.0,16,26,14.53
73747,900.0,0.0,16,27,14.54
74023,890.0,0.0,16,27,14.52
74296,887.0,0.0,17,27,14.52
74569,889.0,0.0,17,28,14.48
74840,903.0,0.0,17,28,14.46
75102,890.0,0.0,17,27,14.5
75371,899.0,0.0,17,27,14.49
75640,907.0,0.0,16,26,14.46
75923,911.0,0.0,16,26,14.46
76200,911.0,0.0,16,27,14.46
76468,905.0,0.0,16,27,14.52
76749,895.0,0.0,16,27,14.48
77017,894.0,0.0,16,28,14.46
77285,896.0,0.0,16,27,14.52
77554,892.0,0.0,17,27,14.45
77957,885.0,0.0,17,27,14.45
78223,894.0,0.0,16,26,14.45
78499,894.0,0.0,17,28,14.46
78780,901.0,0.0,17,28,14.48
79043,904.0,0.0,16,26,14.46
79313,915.0,0.0,16,27,14.46
79581,918.0,0.0,16,26,14.46
79857,914.0,0.0,16,27,14.49
80133,900.0,0.0,16,27,14.49
80409,898.0,0.0,16,27,14.46
80681,899.0,0.0,17,29,14.4
80957,896.0,0.0,17,29,14.42
81226,905.0,0.0,17,27,14.5
81496,900.0,0.0,17,27,14.49
81758,906.0,0.0,16,26,14.52
82033,911.0,0.0,16,26,14.46
82317,910.0,0.0,16,25,14.48
82589,912.0,0.0,16,26,14.44
82860,902.0,0.0,16,26,14.46
83127,893.0,0.0,16,27,14.45
83397,890.0,0.0,16,27,14.48
83661,892.0,0.0,16,27,14.44
83942,893.0,0.0,16,27,14.32
84218,883.0,0.0,17,29,14.0
84492,902.0,0.0,21,48,14.17
84761,846.0,0.0,21,50,14.54
85024,841.0,0.0,21,51,14.39
85294,827.0,0.0,21,52,14.38
85562,831.0,0.0,21,52,14.27
85831,824.0,0.0,21,52,14.25
86099,842.0,0.0,21,54,14.32
86369,859.0,0.0,21,51,14.44
86638,851.0,0.0,20,38,14.29
86920,958.0,0.0,23,44,14.45
87196,1118.0,0.0,24,45,14.45
87464,1159.0,0.0,24,43,14.35
87733,1210.0,0.0,25,42,14.42
88002,1268.0,0.0,25,41,14.49
88267,1304.0,0.0,26,45,14.46
88541,1346.0,0.621371,27,44,14.48
88816,1392.0,0.621371,27,45,14.44
89092,1422.0,1.242742,27,43,14.48
89361,1441.0,1.242742,18,19,14.48
89634,1316.0,1.8641130000000001,20,31,14.41
89911,1101.0,1.8641130000000001,21,37,14.5
90179,1027.0,1.8641130000000001,20,36,14.44
90458,1026.0,1.242742,23,47,14.48
90724,1028.0,1.242742,23,47,14.42
90999,1080.0,1.242742,26,53,14.41
91275,1204.0,1.242742,26,45,14.42
91549,1353.0,1.242742,27,43,14.38
91820,1421.0,1.242742,27,43,14.44
92094,1435.0,1.8641130000000001,26,41,14.44
92369,1423.0,1.8641130000000001,18,19,14.46
92647,1299.0,1.8641130000000001,19,28,14.36
92922,1091.0,1.8641130000000001,20,34,14.49
93196,999.0,1.8641130000000001,23,52,14.44
93473,1014.0,1.8641130000000001,24,51,14.5
93747,1104.0,1.8641130000000001,25,47,14.39
94019,1253.0,1.8641130000000001,25,41,14.39
94292,1352.0,2.485484,25,39,14.42
94559,1374.0,2.485484,18,21,14.33
94838,1209.0,2.485484,20,30,14.36
95119,1055.0,2.485484,20,36,14.35
95392,990.0,2.485484,20,40,14.29
95661,987.0,2.485484,20,38,14.32
95929,1013.0,2.485484,21,38,14.32
96198,998.0,2.485484,21,40,14.29
96474,974.0,2.485484,21,43,14.46
96757,1015.0,2.485484,23,45,14.4
97025,1113.0,2.485484,21,31,14.32
97304,1173.0,2.485484,20,30,14.42
97574,1040.0,2.485484,20,34,14.31
97850,1024.0,2.485484,20,36,14.36
98212,978.0,1.8641130000000001,20,38,14.45
98477,987.0,1.8641130000000001,21,40,14.4
98751,1018.0,1.8641130000000001,21,42,14.34
99021,1020.0,1.8641130000000001,22,43,14.46
99295,1081.0,1.8641130000000001,22,40,14.48
99564,1103.0,1.8641130000000001,22,40,14.42
99844,1149.0,1.8641130000000001,23,38,14.52
100116,1205.0,1.8641130000000001,24,41,14.41
100397,1232.0,1.8641130000000001,24,40,14.39
100672,1258.0,1.8641130000000001,24,40,14.42
100940,1272.0,1.8641130000000001,24,39,14.5
101216,1277.0,1.8641130000000001,24,39,14.48
101486,1267.0,2.485484,17,20,14.42
101760,1166.0,2.485484,19,30,14.4
102029,1020.0,1.8641130000000001,20,33,14.37
102302,981.0,1.8641130000000001,20,37,14.4
102574,944.0,1.8641130000000001,21,43,14.29
102848,954.0,1.8641130000000001,21,43,14.32
103118,943.0,1.242742,20,36,14.28
103398,919.0,1.242742,20,40,14.46
103668,907.0,1.242742,20,41,14.37
103937,984.0,1.242742,20,32,14.34
104212,963.0,1.8641130000000001,17,29,14.38
104482,903.0,1.242742,20,44,14.33
104763,940.0,1.8641130000000001,24,55,14.37
105038,1023.0,1.8641130000000001,18,25,14.49
105347,990.0,1.8641130000000001,20,39,14.37
105614,916.0,1.8641130000000001,20,40,14.33
105888,900.0,1.8641130000000001,20,40,14.27
106151,877.0,1.8641130000000001,20,39,14.36
106427,871.0,1.8641130000000001,19,39,14.48
106696,867.0,1.242742,19,39,14.45
106973,876.0,1.242742,19,37,14.42
107240,886.0,0.621371,20,39,14.35
107515,872.0,0.0,20,36,14.0
107791,928.0,0.0,21,47,14.21
108059,855.0,0.0,22,55,14.29
108335,855.0,0.0,24,54,14.32
108599,1089.0,0.621371,25,47,14.33
108873,1210.0,1.242742,26,48,14.4
109149,1282.0,1.242742,26,45,14.42
109427,1368.0,1.8641130000000001,27,44,14.42
109699,1426.0,3.106855,27,43,14.49
109980,1448.0,3.106855,27,46,14.48
110249,1423.0,3.7282260000000003,27,45,14.5
110523,1444.0,4.349597,27,47,14.54
110788,1462.0,4.970968,29,51,14.5
111065,1534.0,5.592339,30,51,14.52
111338,1599.0,6.21371,30,49,14.5
111619,1655.0,6.21371,30,49,14.49
111889,1688.0,6.835081,30,49,14.48
112164,1735.0,7.4564520000000005,30,47,14.46
112440,1809.0,8.077823,30,47,14.52
112720,1871.0,8.077823,31,47,14.46
112991,1959.0,8.699194,31,47,14.46
113273,2028.0,9.320565,31,46,14.46
113541,2099.0,9.320565,31,46,14.54
113816,2176.0,9.941936,31,45,14.48
114091,2223.0,10.563307,32,48,14.42
114373,2081.0,10.563307,31,52,14.5
114657,1855.0,10.563307,32,57,14.45
114937,1786.0,11.184678,31,55,14.4
115212,1825.0,11.806049,31,53,14.42
115480,1853.0,11.806049,32,53,14.46
115757,1868.0,12.42742,32,54,14.46
116026,1898.0,13.048791,32,53,14.41
116297,1928.0,13.048791,32,54,14.4
116562,1977.0,13.670162,30,33,14.4
116845,1948.0,13.670162,23,23,14.39
117118,1865.0,13.670162,21,21,14.41
117393,1813.0,13.670162,20,20,14.46
117656,1763.0,13.670162,20,18,14.44
117934,1702.0,13.048791,18,16,14.4
118202,1638.0,13.048791,18,16,14.48
118481,1581.0,13.048791,18,16,14.46
118747,1566.0,12.42742,18,17,14.41
119017,1544.0,12.42742,18,16,14.42
119290,1523.0,12.42742,18,17,14.41
119559,1498.0,11.806049,18,18,14.44
119834,1484.0,11.806049,18,18,14.33
120103,1469.0,11.806049,18,18,14.41
120384,1459.0,11.806049,18,18,14.41
120647,1429.0,11.184678,18,18,14.39
120927,1400.0,11.184678,18,18,14.4
121197,1374.0,10.563307,17,19,14.33
121466,1317.0,9.941936,17,19,14.45
121737,1269.0,9.941936,17,19,14.32
122035,1174.0,8.699194,16,20,14.33
122299,1059.0,8.077823,17,25,14.42
122574,1035.0,7.4564520000000005,17,27,14.38
122850,994.0,6.835081,18,30,14.46
123125,957.0,6.21371,18,32,14.32
123401,913.0,5.592339,18,35,14.4
123675,881.0,4.970968,18,38,14.45
123957,857.0,4.349597,19,39,14.29
124232,855.0,4.349597,19,38,14.29
124506,877.0,3.7282260000000003,19,36,14.4
124776,869.0,3.7282260000000003,18,36,14.32
125054,856.0,3.106855,19,37,14.32
125321,853.0,2.485484,19,37,14.31
125595,844.0,2.485484,19,37,14.37
125865,846.0,1.8641130000000001,19,38,14.27
126140,846.0,1.8641130000000001,19,39,14.46
126415,843.0,1.242742,19,39,14.34
126686,840.0,0.621371,19,39,14.42
126956,828.0,0.621371,19,40,14.29
127223,841.0,0.621371,30,100,14.44
127504,1081.0,1.8641130000000001,30,54,14.36
127779,1656.0,3.106855,31,58,14.39
128061,1702.0,4.970968,32,60,14.42
128336,1794.0,6.21371,31,49,14.38
128614,1822.0,7.4564520000000005,31,47,14.39
128880,1940.0,8.699194,31,45,14.44
129156,2100.0,9.320565,31,44,14.46
129419,2155.0,9.941936,31,44,14.42
129693,2234.0,10.563307,31,43,14.48
129964,2260.0,10.563307,31,49,14.48
130237,1911.0,11.184678,32,65,14.46
130502,1785.0,11.184678,32,61,14.52
130783,1887.0,11.806049,33,63,14.42
131058,1963.0,12.42742,34,63,14.4
131338,2019.0,12.42742,34,64,14.42
131621,2049.0,13.048791,34,62,14.39
131896,2093.0,13.670162,34,62,14.41
132172,2110.0,14.291533,34,63,14.48
132447,2171.0,14.912904000000001,34,63,14.42
132723,2227.0,15.534275000000001,34,63,14.45
132997,2290.0,16.155646,34,62,14.42
133279,2342.0,16.155646,34,59,14.4
133548,2366.0,16.777017,34,58,14.45
133827,2389.0,16.777017,34,58,14.44
134098,2306.0,16.777017,34,70,14.4
134380,1819.0,17.398388,35,81,14.38
134658,1631.0,17.398388,36,85,14.37
134931,1613.0,18.019759,35,85,14.35
135199,1595.0,18.019759,35,83,14.34
135481,1570.0,18.64113,35,81,14.39
135750,1592.0,18.64113,35,81,14.4
136024,1613.0,19.262501,35,80,14.42
136288,1623.0,19.262501,35,80,14.4
136563,1629.0,19.262501,35,77,14.41
136838,1649.0,19.883872,34,74,14.39
137107,1646.0,19.883872,34,73,14.48
137377,1666.0,19.883872,34,74,14.39
137658,1676.0,20.505243,34,72,14.48
137927,1685.0,19.883872,34,73,14.46
138201,1688.0,20.505243,34,72,14.42
138465,1691.0,20.505243,34,66,14.41
138740,1692.0,20.505243,33,64,14.42
139016,1679.0,20.505243,32,60,14.35
139291,1673.0,20.505243,31,57,14.48
139566,1678.0,20.505243,31,58,14.48
139837,1686.0,20.505243,31,56,14.46
140137,1684.0,20.505243,30,49,14.42
140407,1672.0,20.505243,30,48,14.4
140680,1675.0,20.505243,25,29,14.44
140956,1650.0,19.883872,21,23,14.46
141237,1629.0,19.883872,19,18,14.4
141512,1626.0,19.262501,18,15,14.4
141786,1568.0,18.64113,18,18,14.45
142056,1504.0,18.019759,18,17,14.4
142369,1463.0,18.019759,18,18,14.42
142638,1413.0,17.398388,18,19,14.44
142920,1399.0,17.398388,18,19,14.44
143196,1375.0,16.777017,18,20,14.46
143467,1348.0,16.155646,18,20,14.37
143739,1295.0,15.534275000000001,17,20,14.42
144017,1212.0,14.291533,17,20,14.39
144289,1101.0,12.42742,16,20,14.38
144559,1043.0,11.184678,16,22,14.33
144839,1031.0,8.699194,17,25,14.32
145110,978.0,7.4564520000000005,19,35,14.32
145382,884.0,4.970968,21,50,14.4
145647,825.0,3.7282260000000003,20,46,14.32
145923,814.0,2.485484,20,48,14.33
146198,809.0,1.8641130000000001,20,49,14.25
146480,810.0,1.242742,20,49,14.44
146755,810.0,1.242742,28,90,14.54
147025,981.0,1.242742,28,55,14.41
147299,1384.0,1.8641130000000001,30,64,14.42
147574,1453.0,2.485484,31,64,14.4
147850,1580.0,3.7282260000000003,32,62,14.42
148130,1705.0,4.349597,33,67,14.42
148409,1756.0,5.592339,33,66,14.46
148675,1819.0,6.21371,34,67,14.39
148953,1890.0,7.4564520000000005,34,67,14.4
149221,1972.0,8.077823,34,64,14.41
149494,2066.0,8.699194,35,65,14.44
149765,2228.0,9.941936,34,63,14.4
150044,2318.0,10.563307,34,61,14.39
150315,2406.0,11.184678,34,61,14.48
150591,2231.0,11.806049,35,79,14.41
150864,1976.0,12.42742,35,70,14.38
151145,2038.0,13.048791,35,70,14.46
151415,2084.0,13.670162,35,71,14.35
151696,2139.0,14.291533,35,70,14.46
151965,2177.0,14.912904000000001,35,70,14.19
152240,2229.0,15.534275000000001,35,70,14.32
152506,2283.0,15.534275000000001,35,70,14.38
152783,2345.0,16.155646,35,70,14.41
153055,2389.0,16.777017,35,68,14.46
153326,2429.0,17.398388,36,70,14.38
153612,2460.0,17.398388,36,68,14.38
153880,2480.0,17.398388,36,69,14.44
154157,2467.0,18.019759,36,81,14.42
154428,2076.0,18.019759,36,77,14.37
154714,2147.0,18.019759,36,80,14.39
154981,2151.0,18.64113,36,80,14.42
155266,2157.0,19.262501,36,80,14.4
155538,2145.0,19.262501,36,82,14.41
155814,2117.0,19.883872,36,85,14.41
156085,2119.0,20.505243,37,86,14.44
156366,2112.0,20.505243,37,89,14.39
156634,2039.0,21.126614,37,91,14.36
156912,1977.0,21.747985,37,94,14.4
157185,1956.0,21.747985,37,96,14.39
157461,1956.0,22.369356,38,98,14.38
157734,1926.0,22.990727,38,100,14.38
158013,1962.0,22.990727,38,100,14.37
158281,1952.0,23.612098,39,100,14.42
158562,2012.0,24.233469,39,99,14.44
158835,2038.0,24.85484,38,96,14.39
159128,2080.0,25.476211,38,93,14.4
159398,2092.0,25.476211,37,88,14.38
159679,2136.0,26.097582,36,81,14.42
159949,2163.0,26.718953,35,70,14.45
160230,2172.0,26.718953,35,68,14.39
160500,2187.0,26.718953,35,67,14.45
160781,2133.0,26.718953,35,81,14.46
161056,1770.0,26.718953,36,80,14.37
161332,1744.0,26.718953,34,71,14.37
161613,1693.0,27.340324,35,74,14.44
161885,1712.0,27.340324,35,74,14.41
162164,1722.0,27.340324,35,74,14.4
162439,1723.0,27.340324,34,72,14.35
162714,1719.0,27.340324,34,70,14.45
162987,1718.0,27.340324,34,67,14.4
163258,1722.0,27.340324,34,67,14.48
163527,1724.0,27.340324,34,68,14.4
163801,1728.0,27.961695,33,66,14.45
164065,1726.0,27.961695,33,66,14.39
164341,1732.0,27.961695,33,67,14.48
164616,1738.0,27.961695,33,67,14.4
164895,1744.0,27.961695,33,65,14.34
165160,1739.0,27.961695,33,65,14.4
165443,1733.0,27.961695,33,66,14.46
165716,1736.0,27.961695,33,67,14.37
165997,1720.0,27.340324,33,65,14.44
166276,1720.0,27.340324,33,65,14.41
166551,1721.0,27.340324,33,67,14.4
166819,1718.0,27.340324,33,65,14.36
167093,1706.0,27.340324,33,66,14.46
167376,1704.0,27.340324,33,66,14.42
167645,1699.0,27.340324,33,67,14.35
167919,1698.0,27.340324,33,61,14.42
168195,1683.0,26.718953,31,55,14.38
168470,1663.0,26.718953,24,27,14.38
168739,1646.0,26.718953,20,18,14.41
169015,1700.0,26.097582,18,16,14.4
169284,1567.0,25.476211,18,19,14.41
169559,1465.0,25.476211,18,20,14.37
169834,1389.0,24.85484,18,21,14.4
170112,1330.0,24.233469,18,20,14.38
170384,1276.0,23.612098,18,21,14.4
170659,1219.0,22.990727,17,21,14.44
170935,1152.0,22.369356,17,22,14.4
171215,1083.0,21.747985,17,23,14.42
171485,1042.0,21.126614,17,25,14.39
171761,1009.0,20.505243,17,25,14.4
172036,997.0,19.883872,17,26,14.37
172311,979.0,19.262501,17,26,14.25
172595,965.0,18.64113,17,26,14.39
172865,986.0,18.019759,17,24,14.41
173146,1031.0,16.777017,17,23,14.32
173414,1036.0,15.534275000000001,17,24,14.33
173702,1012.0,14.912904000000001,17,25,14.44
173976,975.0,14.291533,17,27,14.32
174255,947.0,13.670162,18,29,14.41
174526,1014.0,13.048791,18,28,14.4
174803,962.0,12.42742,18,31,14.42
175077,883.0,12.42742,19,36,14.39
175351,1043.0,12.42742,27,49,14.4
175621,1563.0,12.42742,29,45,14.42
175897,1663.0,12.42742,30,43,14.36
176174,1898.0,13.048791,30,44,14.37
176441,1886.0,13.670162,31,48,14.42
176726,1992.0,14.291533,31,47,14.41
177006,2074.0,14.912904000000001,31,48,14.4
177359,2167.0,16.155646,32,45,14.44
177636,2261.0,16.777017,32,45,14.48
177915,2327.0,17.398388,32,45,14.41
178180,2358.0,18.019759,32,48,14.4
178454,2075.0,18.64113,31,55,14.45
178725,1755.0,19.262501,26,30,14.38
178997,1702.0,19.883872,22,24,14.46
179276,1689.0,20.505243,20,18,14.38
179581,1673.0,20.505243,18,16,14.4
179856,1642.0,21.126614,18,18,14.34
180137,1577.0,21.747985,19,18,14.4
180413,1555.0,21.747985,19,18,14.35
180683,1528.0,22.369356,18,21,14.45
180958,1307.0,22.369356,17,20,14.35
181232,1211.0,22.990727,17,21,14.38
181515,1161.0,23.612098,17,21,14.39
181783,1139.0,23.612098,17,21,14.44
182059,1147.0,24.233469,17,21,14.4
182333,1163.0,24.233469,17,21,14.4
182616,1170.0,24.85484,17,21,14.36
182884,1185.0,24.85484,17,20,14.34
183162,1206.0,25.476211,17,20,14.38
183435,1229.0,26.097582,17,20,14.37
183713,1257.0,26.097582,18,20,14.42
183979,1277.0,26.718953,18,21,14.42
184254,1311.0,27.340324,18,20,14.42
184524,1356.0,27.340324,18,20,14.42
184803,1401.0,27.961695,18,20,14.4
185073,1449.0,28.583066,18,19,14.42
185351,1515.0,29.204437,19,19,14.4
185618,1561.0,29.204437,19,18,14.4
185887,1606.0,29.825808000000002,19,18,14.29
186163,1680.0,29.825808000000002,19,16,14.42
186437,1838.0,29.825808000000002,19,16,14.28
186713,1823.0,29.825808000000002,19,16,14.35
186976,1807.0,29.204437,19,17,14.4
187255,1796.0,29.204437,19,17,14.38
187521,1724.0,28.583066,17,14,14.33
187801,1693.0,28.583066,17,14,14.44
188078,1686.0,27.961695,17,14,14.42
188351,1670.0,27.961695,17,14,14.35
188614,1651.0,27.340324,17,14,14.37
188896,1624.0,26.718953,17,14,14.45
189165,1601.0,26.718953,17,14,14.36
189445,1596.0,26.718953,17,14,14.41
189716,1593.0,26.718953,17,15,14.42
189985,1598.0,26.718953,17,14,14.36
190260,1594.0,26.097582,17,15,14.46
190536,1600.0,26.097582,17,15,14.34
190814,1603.0,26.097582,17,14,14.35
191080,1597.0,26.097582,17,15,14.35
191364,1596.0,26.097582,17,15,14.44
191636,1586.0,26.097582,17,14,14.4
191919,1586.0,26.097582,17,14,14.39
192193,1590.0,26.097582,17,14,14.41
192474,1582.0,26.097582,17,14,14.37
192744,1584.0,26.097582,17,14,14.4
193024,1592.0,26.097582,17,14,14.39
193294,1596.0,26.097582,17,14,14.42
193574,1601.0,26.097582,17,14,14.41
193845,1605.0,26.718953,17,14,14.33
194120,1620.0,26.718953,17,14,14.39
194395,1630.0,26.718953,17,14,14.29
194672,1621.0,26.718953,17,14,14.35
194954,1615.0,26.097582,17,14,14.36
195223,1613.0,26.097582,17,14,14.41
195502,1590.0,25.476211,17,14,14.4
195772,1557.0,25.476211,17,14,14.37
196049,1522.0,24.85484,17,14,14.35
196323,1487.0,24.233469,17,15,14.4
196631,1437.0,23.612098,17,16,14.4
196897,1410.0,22.990727,16,16,14.37
197179,1313.0,22.369356,16,18,14.4
197463,1200.0,21.747985,16,20,14.4
197740,1101.0,21.126614,16,22,14.32
198011,1003.0,19.883872,16,24,14.35
198283,987.0,19.262501,16,23,14.33
198562,1032.0,18.64113,16,22,14.41
198838,1010.0,17.398388,16,23,14.34
199112,965.0,16.155646,17,28,14.4
199388,858.0,14.912904000000001,18,34,14.32
199663,852.0,13.048791,18,30,14.4
199939,947.0,11.806049,18,29,14.38
200218,941.0,9.941936,18,31,14.36
200488,867.0,8.699194,18,32,14.38
200769,913.0,7.4564520000000005,18,33,14.27
201039,888.0,6.21371,18,36,14.31
201319,844.0,5.592339,19,41,14.37
201591,844.0,4.349597,19,39,14.31
201865,871.0,3.7282260000000003,19,40,14.21
202133,816.0,2.485484,19,41,14.31
202396,813.0,1.8641130000000001,19,41,14.29
202674,819.0,1.242742,19,41,14.32
202942,830.0,1.242742,19,40,14.44
203216,837.0,1.8641130000000001,31,99,14.42
203493,1267.0,2.485484,30,52,14.42
203766,1625.0,3.7282260000000003,31,55,14.45
204036,1674.0,4.970968,32,60,14.46
204323,1747.0,6.21371,32,58,14.44
204593,1829.0,7.4564520000000005,32,57,14.46
204860,1929.0,8.077823,32,55,14.42
205131,2033.0,8.699194,32,52,14.49
205413,2154.0,9.320565,33,52,14.46
205683,2238.0,9.941936,33,53,14.45
205958,2297.0,10.563307,33,54,14.46
206232,2261.0,10.563307,34,73,14.54
206513,2058.0,11.184678,35,72,14.46
206789,2076.0,11.806049,35,67,14.5
207063,2124.0,13.048791,35,69,14.36
207334,2160.0,13.670162,35,68,14.38
207614,2218.0,14.291533,35,69,14.41
207884,2263.0,14.912904000000001,35,67,14.46
208160,2314.0,15.534275000000001,35,68,14.39
208435,2383.0,16.777017,35,66,14.42
208709,2454.0,17.398388,35,65,14.38
208997,2518.0,17.398388,35,65,14.38
209272,2565.0,18.019759,35,63,14.39
209548,2574.0,18.64113,35,71,14.37
209823,2235.0,19.262501,36,72,14.35
210111,2187.0,19.883872,36,72,14.44
210386,2188.0,20.505243,36,70,14.39
210667,2187.0,20.505243,35,68,14.44
210936,2128.0,21.126614,34,61,14.38
211218,2103.0,21.747985,32,51,14.41
211507,2031.0,21.747985,32,48,14.36
211780,2026.0,22.369356,31,44,14.36
212044,2016.0,22.369356,31,45,14.38
212319,1997.0,22.369356,31,47,14.4
212588,1829.0,22.990727,30,50,14.36
212868,1661.0,22.990727,30,50,14.35
213134,1641.0,23.612098,30,48,14.37
213411,1634.0,23.612098,29,47,14.41
213677,1633.0,23.612098,28,43,14.33
213957,1619.0,24.233469,28,43,14.36
214235,1633.0,24.85484,28,42,14.35
214509,1644.0,24.85484,27,37,14.37
214811,1629.0,25.476211,26,35,14.37
215078,1612.0,25.476211,25,34,14.36
215362,1613.0,26.097582,25,32,14.41
215636,1621.0,26.097582,25,31,14.37
215911,1647.0,26.718953,25,30,14.35
216183,1655.0,26.718953,20,18,14.39
216460,1746.0,27.340324,17,13,14.44
216737,1673.0,26.718953,18,14,14.35
217059,1628.0,27.340324,20,20,14.36
217324,1666.0,27.340324,22,25,14.41
217612,1720.0,27.961695,22,24,14.36
217883,1782.0,27.961695,23,25,14.36
218158,1802.0,27.961695,24,27,14.38
218431,1825.0,27.961695,25,27,14.4
218694,1846.0,28.583066,25,30,14.36
218971,1871.0,28.583066,26,31,14.34
219243,1900.0,29.204437,27,32,14.36
219522,1916.0,29.204437,27,32,14.34
219795,1919.0,29.204437,27,32,14.4
220077,1927.0,29.825808000000002,27,31,14.33
220354,1923.0,29.825808000000002,27,30,14.42
220627,1934.0,29.825808000000002,27,31,14.4
220897,1949.0,30.447179000000002,27,31,14.35
221176,1952.0,30.447179000000002,27,30,14.38
221462,1946.0,30.447179000000002,27,31,14.4
221741,1941.0,31.068550000000002,27,30,14.37
222011,1941.0,31.068550000000002,27,31,14.37
222283,1931.0,31.068550000000002,27,30,14.39
222547,1877.0,31.689921000000002,24,29,14.36
222823,1467.0,31.689921000000002,18,14,14.37
223093,1459.0,31.689921000000002,17,16,14.39
223362,1395.0,31.689921000000002,17,18,14.35
223648,1353.0,31.689921000000002,17,18,14.39
223919,1336.0,31.689921000000002,17,18,14.38
224207,1332.0,31.689921000000002,17,18,14.34
224475,1331.0,31.689921000000002,17,18,14.42
224757,1326.0,31.689921000000002,17,18,14.4
225033,1310.0,31.689921000000002,17,19,14.41
225312,1130.0,31.689921000000002,16,25,14.46
225575,928.0,31.689921000000002,18,29,14.39
225856,1104.0,31.689921000000002,15,16,14.42
226132,1237.0,31.689921000000002,16,15,14.45
226408,1356.0,31.689921000000002,16,15,14.35
226691,1353.0,31.689921000000002,16,15,14.4
226959,1325.0,31.689921000000002,16,16,14.39
227240,1311.0,31.689921000000002,16,16,14.41
227509,1278.0,31.689921000000002,16,16,14.4
227784,1246.0,31.689921000000002,16,17,14.41
228054,1235.0,31.689921000000002,16,17,14.32
228333,1216.0,31.689921000000002,16,17,14.45
228611,1190.0,31.689921000000002,16,18,14.38
228887,1142.0,31.689921000000002,16,19,14.4
229154,1155.0,31.689921000000002,16,18,14.4
229435,1206.0,31.689921000000002,16,16,14.42
229711,1260.0,31.689921000000002,16,16,14.42
229992,1292.0,31.689921000000002,16,16,14.45
230268,1301.0,31.689921000000002,16,16,14.42
230544,1301.0,31.689921000000002,16,16,14.41
230820,1300.0,31.068550000000002,16,16,14.34
231094,1297.0,31.068550000000002,16,16,14.37
231375,1295.0,31.068550000000002,16,16,14.34
231645,1296.0,31.068550000000002,16,16,14.4
231925,1292.0,31.068550000000002,16,16,14.38
232209,1291.0,31.068550000000002,16,16,14.28
232488,1287.0,31.068550000000002,16,16,14.42
232756,1279.0,31.068550000000002,16,16,14.33
233025,1277.0,30.447179000000002,16,16,14.39
233296,1275.0,30.447179000000002,16,16,14.36
233577,1268.0,30.447179000000002,16,16,14.34
233846,1267.0,30.447179000000002,16,17,14.44
234139,1263.0,30.447179000000002,16,17,14.34
234411,1257.0,30.447179000000002,16,17,14.33
234683,1252.0,30.447179000000002,16,17,14.33
234961,1251.0,30.447179000000002,16,17,14.4
235236,1255.0,30.447179000000002,16,17,14.41
235516,1253.0,30.447179000000002,16,16,14.33
235805,1246.0,29.825808000000002,16,17,14.37
236084,1233.0,29.204437,16,17,14.32
236351,1218.0,28.583066,16,17,14.37
236622,1168.0,28.583066,16,19,14.45
236888,1123.0,27.340324,16,20,14.31
237167,1094.0,26.097582,16,21,14.32
237433,1069.0,25.476211,16,16,14.35
237707,1312.0,24.85484,16,16,14.45
237975,1318.0,23.612098,16,16,14.27
238252,1229.0,22.990727,16,19,14.41
238526,1096.0,22.369356,16,22,14.37
238795,943.0,21.126614,17,27,14.33
239070,982.0,20.505243,16,23,14.37
239340,1019.0,19.262501,16,22,14.38
239616,1000.0,18.019759,16,23,14.35
239890,973.0,17.398388,16,25,14.36
240166,925.0,16.155646,17,27,14.42
240447,914.0,14.912904000000001,17,28,14.46
240722,914.0,13.670162,17,28,14.38
240991,913.0,13.048791,17,27,14.42
241270,943.0,11.806049,17,27,14.49
241537,950.0,10.563307,17,30,14.37
241804,855.0,9.941936,17,29,14.33
242081,932.0,8.699194,18,28,14.34
242351,949.0,7.4564520000000005,18,31,14.4
242618,894.0,6.835081,18,34,14.32
242893,882.0,4.970968,19,36,14.32
243174,873.0,4.349597,19,36,14.33
243451,860.0,3.106855,18,36,14.37
243726,845.0,1.8641130000000001,18,36,14.36
243994,865.0,1.242742,18,35,14.36
244276,867.0,0.621371,18,35,14.42
