,rpm,speed,throt_pos,engine_load,bat_volt
2718358,2606.0,82.020972,35,61,12.53
2718632,2611.0,82.020972,35,62,12.54
2718907,2613.0,82.020972,35,61,12.49
2719178,2618.0,82.020972,35,61,12.48
2719452,2624.0,82.020972,35,61,12.5
2719727,2629.0,82.642343,35,62,12.46
2720003,2632.0,82.642343,35,63,12.48
2720271,2633.0,82.642343,36,63,12.5
2720547,2639.0,82.642343,36,63,12.52
2720817,2634.0,82.642343,36,63,12.46
2721084,2638.0,82.642343,36,63,12.52
2721353,2642.0,83.26371400000001,36,62,12.46
2721629,2644.0,83.26371400000001,36,61,12.48
2721907,2640.0,83.26371400000001,34,51,12.46
2722173,2639.0,83.26371400000001,34,51,12.53
2722448,2644.0,83.26371400000001,34,52,12.49
2722723,2653.0,83.885085,34,51,12.45
2723008,2658.0,83.885085,34,52,12.44
2723280,2660.0,83.885085,34,51,12.42
2723549,2664.0,83.885085,34,52,12.52
2723824,2669.0,83.885085,34,53,12.53
2724093,2675.0,84.506456,34,52,12.48
2724377,2686.0,84.506456,34,51,12.5
2724651,2685.0,84.506456,34,52,12.52
2724932,2693.0,85.127827,34,51,12.48
2725200,2698.0,85.127827,34,52,12.53
2725477,2700.0,85.127827,34,52,12.5
2725751,2710.0,85.127827,34,51,12.46
2726033,2712.0,85.749198,34,51,12.49
2726302,2722.0,85.749198,21,9,12.49
2726577,2705.0,85.749198,19,11,12.46
2726848,2715.0,85.749198,20,25,12.46
2727120,2738.0,86.370569,32,36,12.46
2727391,2750.0,85.749198,31,36,12.52
2727666,2786.0,85.749198,31,35,12.53
2727937,2755.0,85.749198,19,10,12.49
2728354,2695.0,85.749198,20,11,12.5
2728629,2693.0,85.749198,20,12,12.53
2728904,2693.0,85.127827,20,12,12.52
2729174,2685.0,85.127827,20,11,12.5
2729449,2675.0,85.127827,20,12,12.53
2729723,2672.0,85.127827,20,12,12.55
2730006,2665.0,84.506456,20,12,12.5
2730274,2663.0,84.506456,20,12,12.53
2730558,2655.0,84.506456,20,12,12.52
2730830,2654.0,84.506456,20,12,12.49
2731114,2649.0,83.885085,20,12,12.53
2731381,2648.0,83.885085,20,12,12.52
2731658,2641.0,83.885085,20,12,12.53
2731927,2641.0,83.885085,20,12,12.53
2732200,2629.0,83.26371400000001,20,12,12.53
2732471,2631.0,83.26371400000001,20,12,12.49
2732751,2622.0,83.26371400000001,20,12,12.5
2733027,2619.0,83.26371400000001,20,12,12.5
2733302,2611.0,83.26371400000001,20,12,12.52
2733572,2612.0,83.26371400000001,20,12,12.5
2733852,2602.0,82.642343,20,12,12.53
2734123,2639.0,83.26371400000001,34,62,12.5
2734400,2721.0,83.26371400000001,35,60,12.5
2734668,2746.0,83.26371400000001,35,58,12.5
2734943,2748.0,83.26371400000001,35,58,12.53
2735210,2745.0,83.26371400000001,35,59,12.54
2735485,2734.0,83.26371400000001,35,58,12.53
2735758,2725.0,83.885085,35,58,12.53
2736036,2715.0,83.885085,35,59,12.49
2736308,2692.0,83.885085,35,59,12.49
2736580,2678.0,83.885085,35,60,12.53
2736849,2675.0,83.885085,36,68,12.53
2737126,2716.0,84.506456,38,78,12.52
2737400,2769.0,84.506456,40,83,12.53
2737681,2772.0,84.506456,40,90,12.49
2737950,2800.0,85.127827,59,100,12.45
2738233,2850.0,85.127827,65,100,12.53
2738507,3059.0,85.127827,58,87,12.48
2738783,3670.0,85.749198,42,80,12.46
2739051,3707.0,85.749198,45,80,12.49
2739334,3742.0,85.749198,45,79,12.53
2739609,3739.0,86.370569,45,80,12.5
2739885,3753.0,86.370569,45,79,12.5
2740152,3753.0,86.370569,45,81,12.5
2740436,3751.0,86.99194,45,80,12.58
2740704,3745.0,86.99194,45,81,12.58
2740986,3731.0,86.99194,46,81,12.58
2741254,3736.0,87.613311,45,83,12.54
2741537,3742.0,87.613311,45,81,12.58
2741806,3742.0,87.613311,45,81,12.57
2742086,3751.0,87.613311,45,82,12.58
2742356,3753.0,88.234682,45,83,12.55
2742642,3759.0,88.234682,45,83,12.54
2742912,3763.0,88.234682,45,83,12.59
2743187,3772.0,88.234682,45,83,12.54
2743462,3771.0,88.234682,45,83,12.54
2743732,3772.0,88.856053,45,83,12.56
2744007,3774.0,88.856053,45,82,12.57
2744414,3788.0,88.856053,45,83,12.61
2744688,3785.0,88.856053,45,84,12.59
2744966,3806.0,88.856053,45,84,12.6
2745233,3805.0,88.856053,45,83,12.55
2745508,3799.0,89.477424,45,84,12.55
2745784,3815.0,89.477424,46,83,12.6
2746053,3820.0,89.477424,46,83,12.54
2746327,3815.0,89.477424,46,83,12.55
2746590,3827.0,89.477424,46,83,12.55
2746872,3826.0,89.477424,45,80,12.56
2747142,3818.0,89.477424,43,74,12.57
2747415,3818.0,89.477424,42,68,12.58
2747685,3815.0,89.477424,41,65,12.54
2747962,3817.0,89.477424,40,63,12.55
2748230,3816.0,89.477424,40,62,12.54
2748511,3814.0,89.477424,40,63,12.5
2748780,3819.0,89.477424,40,62,12.49
2749056,3796.0,88.856053,39,69,12.53
2749331,3235.0,89.477424,42,80,12.53
2749611,2930.0,88.856053,41,83,12.48
2749876,2915.0,89.477424,40,80,12.52
2750154,2892.0,88.856053,40,79,12.5
2750426,2886.0,88.856053,40,80,12.53
2750704,2873.0,88.856053,40,81,12.5
2750976,2851.0,88.856053,39,76,12.52
2751255,2832.0,89.477424,38,74,12.46
2751527,2839.0,88.856053,38,72,12.5
2751806,2839.0,88.856053,37,69,12.48
2752077,2837.0,88.856053,37,68,12.54
2752358,2837.0,88.856053,36,67,12.5
2752628,2827.0,88.856053,28,18,12.5
2752908,2797.0,88.856053,20,10,12.53
2753178,2787.0,88.234682,20,11,12.55
2753462,2774.0,87.613311,21,12,12.53
2753729,2772.0,87.613311,21,12,12.5
2754010,2747.0,87.613311,21,12,12.49
2754279,2741.0,86.99194,20,12,12.53
2754562,2734.0,86.99194,20,12,12.52
2754830,2728.0,86.370569,26,21,12.53
2755109,2729.0,86.370569,26,20,12.53
2755377,2746.0,86.370569,31,32,12.5
2755649,2775.0,86.370569,30,29,12.49
2755926,2748.0,86.370569,30,29,12.53
2756205,2742.0,86.370569,30,29,12.52
2756468,2739.0,86.370569,32,40,12.52
2756746,2750.0,86.370569,32,39,12.53
2757016,2758.0,86.370569,32,38,12.52
2757294,2763.0,86.370569,32,38,12.5
2757566,2760.0,86.99194,32,40,12.52
2757838,2772.0,86.99194,32,39,12.55
2758108,2764.0,86.99194,32,39,12.56
2758388,2768.0,86.99194,32,40,12.54
2758666,2769.0,86.99194,34,55,12.54
2758941,2830.0,86.99194,34,54,12.58
2759208,2820.0,86.99194,35,57,12.59
2759489,2796.0,87.613311,35,57,12.55
2759767,2794.0,87.613311,35,57,12.6
2760047,2793.0,88.234682,35,58,12.55
2760326,2794.0,88.234682,35,58,12.58
2760597,2796.0,88.234682,35,58,12.56
2760877,2803.0,88.234682,35,58,12.55
2761278,2808.0,88.856053,35,58,12.55
2761548,2819.0,88.856053,35,58,12.53
2761830,2819.0,88.856053,35,58,12.59
2762105,2831.0,89.477424,35,58,12.55
2762382,2829.0,89.477424,32,30,12.58
2762657,2830.0,89.477424,31,31,12.59
2762936,2836.0,89.477424,31,31,12.59
2763206,2839.0,89.477424,19,10,12.59
2763635,2818.0,88.856053,20,11,12.57
2763908,2799.0,88.856053,20,11,12.56
2764182,2797.0,88.856053,20,12,12.62
2764449,2787.0,88.856053,20,11,12.56
2764722,2778.0,88.856053,20,12,12.58
2765002,2771.0,88.234682,20,11,12.57
2765282,2764.0,88.234682,20,11,12.57
2765552,2759.0,88.234682,20,12,12.55
2765834,2761.0,87.613311,20,11,12.59
2766109,2759.0,87.613311,20,11,12.57
2766383,2757.0,87.613311,20,12,12.53
2766655,2775.0,87.613311,30,32,12.61
2766935,2807.0,86.99194,31,32,12.53
2767204,2786.0,86.99194,30,32,12.6
2767482,2779.0,86.99194,30,31,12.57
2767753,2768.0,86.99194,22,10,12.6
2768024,2746.0,86.99194,20,10,12.59
2768299,2738.0,86.99194,20,11,12.59
2768573,2726.0,86.370569,29,26,12.54
2768846,2765.0,86.99194,30,29,12.55
2769125,2756.0,86.370569,34,50,12.55
2769397,2840.0,86.370569,34,54,12.56
2769669,2839.0,86.370569,34,53,12.5
2769945,2837.0,86.370569,34,53,12.57
2770222,2827.0,86.370569,34,51,12.58
2770489,2804.0,86.370569,34,53,12.61
2770762,2766.0,86.370569,34,53,12.5
2771027,2750.0,86.370569,34,53,12.53
2771308,2743.0,86.370569,34,52,12.53
2771585,2736.0,86.370569,33,43,12.54
2771863,2731.0,86.370569,29,24,12.61
2772128,2723.0,85.749198,22,15,12.59
2772411,2716.0,85.749198,23,16,12.55
2772685,2705.0,85.127827,23,16,12.61
2772963,2689.0,85.127827,22,15,12.59
2773229,2674.0,84.506456,22,14,12.55
2773512,2672.0,84.506456,22,15,12.58
2773786,2654.0,83.885085,22,15,12.61
2774063,2654.0,83.885085,33,45,12.53
2774330,2788.0,83.885085,33,43,12.53
2774605,2760.0,83.885085,33,42,12.58
2774877,2758.0,83.885085,32,42,12.53
2775150,2727.0,83.885085,32,43,12.57
2775425,2714.0,83.26371400000001,31,34,12.6
2775704,2646.0,83.26371400000001,18,9,12.58
2775969,2625.0,82.642343,20,11,12.59
2776252,2611.0,82.642343,20,12,12.55
2776526,2591.0,82.020972,20,12,12.58
2776806,2584.0,82.020972,20,12,12.53
2777070,2598.0,82.020972,29,28,12.58
2777344,2612.0,81.399601,29,28,12.55
2777615,2584.0,81.399601,29,27,12.58
2777890,2575.0,80.77823000000001,25,14,12.56
2778166,2563.0,80.77823000000001,22,14,12.59
2778442,2541.0,80.77823000000001,20,12,12.54
2778716,2523.0,80.156859,20,12,12.57
2778996,2517.0,80.156859,20,12,12.56
2779266,2503.0,79.535488,20,12,12.56
2779682,2497.0,78.914117,20,12,12.57
2779955,2487.0,78.914117,20,12,12.59
2780235,2470.0,78.914117,20,12,12.53
2780505,2477.0,78.292746,20,12,12.63
2780782,2457.0,78.292746,19,12,12.63
2781048,2454.0,77.671375,19,12,12.63
2781324,2439.0,77.671375,19,12,12.63
2781597,2432.0,77.050004,25,23,12.61
2781874,2456.0,77.671375,30,32,12.6
2782145,2463.0,77.050004,34,61,12.65
2782422,2575.0,76.428633,34,58,12.61
2782688,2564.0,77.050004,35,60,12.63
2782971,2550.0,77.050004,35,62,12.61
2783245,2526.0,77.050004,35,62,12.61
2783526,2505.0,77.050004,35,61,12.59
2783805,2488.0,77.050004,35,63,12.57
2784075,2485.0,77.050004,36,67,12.61
2784347,2486.0,77.050004,37,77,12.59
2784627,2532.0,77.050004,41,97,12.56
2784905,2608.0,77.050004,42,100,12.6
2785179,2607.0,77.671375,44,100,12.62
2785447,2628.0,77.671375,47,100,12.58
2785723,2593.0,77.671375,49,100,12.62
2785991,2606.0,78.292746,59,100,12.58
2786265,2570.0,78.292746,63,100,12.61
2786531,2692.0,78.914117,66,100,12.64
2786804,3304.0,78.914117,47,96,12.6
2787075,3449.0,78.914117,46,97,12.64
2787350,3462.0,79.535488,45,92,12.63
2787624,3458.0,79.535488,44,91,12.62
2787903,3476.0,80.156859,45,90,12.58
2788169,3477.0,80.156859,45,92,12.6
2788451,3464.0,80.77823000000001,45,91,12.61
2788720,3464.0,80.77823000000001,45,91,12.62
2788995,3479.0,81.399601,45,91,12.64
2789264,3486.0,82.020972,45,92,12.57
2789540,3502.0,82.020972,45,91,12.64
2789809,3518.0,82.642343,45,91,12.67
2790090,3535.0,82.642343,45,90,12.67
2790366,3539.0,83.26371400000001,45,89,12.66
2790641,3542.0,83.26371400000001,46,88,12.64
2790909,3561.0,83.885085,46,87,12.67
2791185,3570.0,83.885085,46,87,12.67
2791455,3585.0,83.885085,46,88,12.7
2791725,3594.0,84.506456,46,86,12.69
2791992,3600.0,84.506456,44,80,12.67
2792286,3602.0,84.506456,43,71,12.65
2792560,3605.0,84.506456,40,61,12.69
2792845,3611.0,85.127827,38,60,12.62
2793111,3609.0,84.506456,38,60,12.67
2793396,3591.0,84.506456,38,70,12.69
2793662,2887.0,84.506456,40,81,12.66
2793937,2772.0,84.506456,40,81,12.64
2794207,2773.0,84.506456,39,80,12.67
2794481,2765.0,84.506456,39,79,12.61
2794750,2756.0,84.506456,38,78,12.62
2795027,2727.0,84.506456,38,77,12.6
2795296,2742.0,84.506456,38,78,12.6
2795579,2738.0,84.506456,38,78,12.61
2795846,2728.0,84.506456,38,75,12.59
2796121,2701.0,84.506456,36,65,12.65
2796405,2674.0,83.885085,36,61,12.61
2796766,2670.0,83.885085,35,60,12.65
2797034,2664.0,83.885085,35,55,12.59
2797309,2651.0,83.885085,34,49,12.64
2797584,2642.0,83.26371400000001,34,49,12.62
2797860,2638.0,83.26371400000001,34,49,12.63
2798131,2633.0,83.26371400000001,34,50,12.64
2798406,2624.0,82.642343,33,49,12.61
2798674,2621.0,82.642343,33,49,12.61
2798982,2607.0,82.020972,33,49,12.59
2799248,2603.0,82.020972,33,49,12.61
2799524,2597.0,82.020972,33,48,12.64
2799796,2596.0,81.399601,33,44,12.65
2800083,2569.0,81.399601,18,10,12.61
2800349,2564.0,80.77823000000001,20,11,12.57
2800625,2534.0,80.156859,20,12,12.61
2800901,2525.0,79.535488,20,12,12.62
2801184,2493.0,78.914117,20,12,12.6
2801451,2471.0,78.292746,19,12,12.6
2801735,2445.0,77.671375,19,12,12.64
2802014,2436.0,77.050004,19,12,12.63
2802289,2422.0,77.050004,19,12,12.63
2802565,2408.0,76.428633,19,12,12.59
2802839,2430.0,76.428633,31,42,12.62
2803109,2444.0,75.807262,31,41,12.64
2803387,2436.0,75.807262,31,41,12.64
2803656,2420.0,75.185891,31,40,12.61
2803936,2407.0,75.185891,32,45,12.65
2804203,2424.0,75.185891,32,46,12.63
2804478,2430.0,74.56452,34,59,12.61
2804748,2455.0,74.56452,34,57,12.62
2805024,2446.0,74.56452,34,56,12.64
2805296,2431.0,74.56452,34,56,12.58
2805575,2416.0,73.943149,34,57,12.69
2805844,2397.0,73.943149,34,57,12.67
2806118,2377.0,73.943149,34,56,12.67
2806390,2365.0,73.943149,34,61,12.67
2806663,2362.0,73.321778,35,64,12.69
2806931,2357.0,73.943149,35,64,12.66
2807215,2358.0,73.321778,35,66,12.7
2807482,2346.0,73.321778,35,66,12.67
2807757,2355.0,73.321778,36,71,12.67
2808026,2365.0,73.943149,36,72,12.66
2808302,2361.0,73.943149,36,73,12.65
2808570,2363.0,73.943149,39,97,12.63
2808855,2466.0,73.943149,42,97,12.69
2809126,2469.0,73.943149,41,96,12.67
2809403,2497.0,74.56452,41,97,12.64
2809674,2483.0,74.56452,41,99,12.67
2809959,2456.0,74.56452,42,100,12.69
2810228,2468.0,75.185891,44,100,12.65
2810510,2499.0,75.185891,61,100,12.66
2810785,2531.0,75.185891,62,100,12.65
2811060,2994.0,75.185891,42,84,12.67
2811330,3289.0,75.807262,43,83,12.67
2811604,3309.0,75.807262,45,80,12.64
2811874,3319.0,76.428633,47,78,12.66
2812148,3341.0,76.428633,47,80,12.69
2812434,3348.0,77.050004,47,81,12.63
2812706,3351.0,77.671375,47,80,12.64
2812981,3339.0,77.671375,47,82,12.69
2813250,3329.0,78.292746,44,74,12.66
2813530,3346.0,78.292746,40,68,12.67
2813801,3354.0,78.914117,38,64,12.62
2814074,3361.0,78.914117,37,61,12.65
2814339,3372.0,78.914117,37,60,12.66
2814637,3182.0,79.535488,37,75,12.67
2814914,2598.0,79.535488,37,72,12.66
2815190,2608.0,80.156859,37,72,12.67
2815465,2615.0,80.156859,37,72,12.64
2815745,2622.0,80.156859,37,71,12.62
2816015,2618.0,80.156859,37,70,12.63
2816290,2629.0,80.77823000000001,36,69,12.61
2816566,2609.0,80.77823000000001,36,67,12.63
2816845,2615.0,81.399601,36,69,12.65
2817110,2621.0,81.399601,36,69,12.61
2817384,2621.0,81.399601,36,66,12.61
2817648,2602.0,81.399601,36,66,12.62
2817922,2613.0,82.020972,36,63,12.6
2818186,2606.0,82.020972,35,55,12.64
2818461,2598.0,82.020972,34,54,12.66
2818731,2605.0,82.020972,33,47,12.61
2819010,2606.0,82.020972,33,48,12.61
2819280,2607.0,82.020972,33,49,12.66
2819555,2611.0,82.020972,33,48,12.63
2819825,2607.0,82.020972,33,49,12.63
2820108,2612.0,82.020972,33,49,12.61
2820376,2609.0,82.020972,33,48,12.62
2820651,2608.0,82.020972,34,52,12.6
2820926,2616.0,82.020972,34,53,12.63
2821208,2620.0,82.020972,34,54,12.6
2821482,2628.0,82.020972,34,58,12.66
2821761,2635.0,82.020972,34,56,12.69
2822039,2633.0,82.020972,34,56,12.7
2822313,2637.0,82.020972,34,57,12.67
2822585,2632.0,82.642343,34,56,12.7
2822864,2630.0,82.642343,34,51,12.64
2823135,2622.0,82.642343,34,53,12.67
2823414,2622.0,82.642343,34,53,12.62
2823686,2617.0,82.642343,33,46,12.62
2823966,2609.0,82.020972,19,8,12.62
2824237,2589.0,82.020972,19,11,12.67
2824515,2596.0,82.020972,20,12,12.69
2824786,2567.0,81.399601,20,12,12.67
2825068,2561.0,80.77823000000001,32,47,12.69
2825337,2582.0,81.399601,32,45,12.69
2825618,2612.0,80.77823000000001,33,47,12.67
2825887,2608.0,80.77823000000001,34,53,12.69
2826168,2609.0,80.77823000000001,34,53,12.69
2826438,2573.0,80.77823000000001,34,53,12.67
2826724,2557.0,80.156859,34,54,12.69
2826988,2561.0,80.77823000000001,34,53,12.67
2827269,2558.0,80.156859,34,53,12.66
2827539,2548.0,80.156859,34,52,12.66
2827814,2551.0,80.156859,34,58,12.67
2828084,2552.0,80.156859,36,77,12.67
2828359,2626.0,80.156859,36,69,12.7
2828628,2614.0,80.156859,36,70,12.67
2828908,2614.0,80.156859,36,69,12.7
2829178,2620.0,80.77823000000001,36,70,12.65
2829465,2600.0,80.77823000000001,36,70,12.69
2829744,2585.0,80.77823000000001,36,71,12.69
2830015,2587.0,80.77823000000001,36,70,12.67
2830285,2580.0,80.77823000000001,36,70,12.67
2830560,2574.0,80.77823000000001,37,73,12.66
2830829,2571.0,80.77823000000001,37,73,12.67
2831110,2573.0,80.77823000000001,37,76,12.66
2831380,2583.0,80.77823000000001,37,75,12.69
2831670,2576.0,80.77823000000001,37,76,12.67
2831950,2579.0,80.77823000000001,37,75,12.64
2832230,2574.0,80.77823000000001,37,76,12.69
2832500,2581.0,80.77823000000001,40,88,12.65
2832775,2642.0,81.399601,42,96,12.67
2833044,2675.0,81.399601,41,98,12.67
2833324,2691.0,81.399601,42,99,12.64
2833588,2673.0,81.399601,42,100,12.67
2833901,2647.0,81.399601,42,100,12.66
2834170,2656.0,81.399601,45,100,12.67
2834446,2681.0,82.020972,61,100,12.64
2834716,2657.0,82.020972,63,100,12.64
2834996,2879.0,82.020972,66,100,12.6
2835273,3564.0,82.020972,43,85,12.61
2835548,3534.0,82.020972,45,85,12.64
2835822,3566.0,82.020972,45,84,12.67
2836103,3573.0,82.642343,46,83,12.63
2836373,3578.0,82.642343,40,62,12.66
2836649,3503.0,82.642343,38,59,12.65
2836923,3512.0,82.642343,37,56,12.64
2837202,3509.0,82.020972,36,55,12.69
2837467,3497.0,82.020972,36,54,12.66
2837741,3479.0,82.020972,36,59,12.67
2838005,2930.0,82.020972,37,77,12.64
2838281,2716.0,82.020972,39,80,12.67
2838550,2728.0,82.020972,39,81,12.63
2838830,2732.0,81.399601,39,80,12.67
2839100,2713.0,81.399601,41,87,12.67
2839395,2723.0,81.399601,40,87,12.69
2839663,2704.0,81.399601,40,90,12.65
2839944,2682.0,81.399601,43,98,12.63
2840214,2688.0,81.399601,49,100,12.67
2840495,2701.0,81.399601,60,100,12.69
2840764,2677.0,81.399601,61,100,12.64
2841039,2643.0,81.399601,61,100,12.69
2841316,2672.0,81.399601,61,100,12.66
2841596,2666.0,82.020972,61,100,12.65
2841866,2658.0,82.020972,61,100,12.65
2842146,2658.0,82.020972,61,100,12.65
2842417,2657.0,82.020972,61,100,12.71
2842694,2657.0,82.020972,61,100,12.67
2842967,2643.0,82.020972,61,100,12.64
2843243,2648.0,82.020972,61,100,12.65
2843512,2649.0,82.020972,61,100,12.66
2843787,2650.0,82.020972,61,100,12.7
2844054,2635.0,82.020972,61,100,12.67
2844334,2650.0,82.020972,43,99,12.69
2844600,2628.0,82.020972,39,87,12.67
2844875,2605.0,82.020972,38,83,12.64
2845144,2603.0,82.020972,38,79,12.66
2845418,2595.0,82.020972,37,76,12.63
2845687,2591.0,81.399601,37,76,12.65
2845964,2590.0,81.399601,39,87,12.67
2846232,2620.0,81.399601,39,88,12.67
2846509,2612.0,81.399601,39,89,12.67
2846777,2603.0,81.399601,39,89,12.69
2847054,2598.0,81.399601,39,88,12.66
2847323,2599.0,81.399601,39,89,12.7
2847596,2596.0,81.399601,39,88,12.67
2847865,2598.0,81.399601,39,87,12.66
2848143,2591.0,81.399601,39,88,12.64
2848409,2590.0,81.399601,39,87,12.69
2848685,2593.0,81.399601,39,87,12.67
2848961,2595.0,81.399601,39,88,12.66
2849244,2591.0,81.399601,39,87,12.67
2849512,2598.0,81.399601,39,88,12.67
2849812,2601.0,81.399601,39,87,12.66
2850085,2601.0,81.399601,39,88,12.66
2850361,2604.0,81.399601,39,88,12.69
2850635,2599.0,81.399601,38,81,12.67
2850913,2585.0,81.399601,37,72,12.65
2851188,2583.0,81.399601,36,69,12.63
2851463,2586.0,81.399601,36,70,12.67
2851741,2582.0,81.399601,30,29,12.63
2852006,2572.0,81.399601,18,10,12.64
2852281,2551.0,80.77823000000001,28,35,12.67
2852551,2604.0,82.020972,33,48,12.69
2852831,2640.0,80.77823000000001,33,47,12.67
2853101,2631.0,80.77823000000001,33,47,12.71
2853380,2627.0,80.77823000000001,33,47,12.7
2853645,2626.0,80.77823000000001,33,47,12.63
2853921,2607.0,80.156859,33,48,12.67
2854194,2591.0,80.156859,33,49,12.69
2854481,2570.0,80.156859,33,49,12.69
2854748,2552.0,80.156859,33,49,12.66
2855021,2555.0,80.156859,33,49,12.69
2855286,2550.0,80.156859,33,48,12.69
2855560,2556.0,80.156859,33,49,12.67
2855829,2548.0,80.156859,33,49,12.64
2856109,2550.0,80.156859,30,32,12.67
2856381,2550.0,80.156859,30,34,12.67
2856655,2544.0,80.156859,31,37,12.7
2856924,2547.0,80.156859,31,37,12.65
2857204,2548.0,80.156859,31,38,12.64
2857468,2543.0,80.156859,31,37,12.67
2857749,2549.0,80.156859,32,43,12.67
2858025,2561.0,80.156859,33,48,12.66
2858312,2567.0,80.156859,33,48,12.71
2858582,2551.0,80.156859,33,51,12.69
2858859,2550.0,80.156859,33,50,12.73
2859132,2551.0,80.156859,32,39,12.62
2859413,2546.0,80.156859,32,40,12.67
2859683,2545.0,80.156859,32,41,12.69
2859964,2545.0,80.156859,32,40,12.6
2860233,2549.0,80.156859,32,41,12.66
2860518,2549.0,80.156859,34,59,12.64
2860784,2625.0,80.156859,34,53,12.61
2861065,2611.0,80.156859,34,54,12.61
2861334,2609.0,80.156859,34,54,12.69
2861608,2607.0,80.156859,34,54,12.64
2861873,2588.0,80.156859,34,54,12.64
2862149,2585.0,80.156859,34,55,12.67
2862424,2565.0,80.156859,34,54,12.69
2862702,2565.0,80.156859,34,54,12.66
2862966,2555.0,80.156859,34,54,12.69
2863242,2551.0,80.156859,34,56,12.66
2863513,2558.0,80.156859,34,55,12.65
2863787,2553.0,80.156859,34,55,12.66
2864062,2552.0,80.156859,34,54,12.61
2864338,2558.0,80.156859,34,56,12.66
2864607,2551.0,80.156859,34,56,12.69
2864886,2552.0,80.156859,34,56,12.7
2865152,2548.0,80.156859,34,55,12.71
2865427,2545.0,80.156859,34,54,12.69
2865700,2550.0,80.156859,34,60,12.67
2865978,2555.0,80.156859,36,72,12.63
2866246,2617.0,80.156859,36,69,12.63
2866597,2602.0,80.156859,36,70,12.64
2866865,2617.0,80.156859,38,79,12.69
2867138,2636.0,80.156859,39,85,12.64
2867402,2626.0,80.156859,39,87,12.63
2867684,2602.0,80.156859,39,89,12.64
2867953,2597.0,80.156859,39,90,12.66
2868228,2567.0,80.156859,39,90,12.67
2868494,2562.0,80.156859,39,90,12.66
2868800,2559.0,80.156859,39,90,12.65
2869067,2559.0,80.156859,40,91,12.69
2869348,2559.0,80.156859,40,91,12.65
2869623,2555.0,80.156859,40,91,12.63
2869907,2556.0,80.156859,40,91,12.61
2870180,2558.0,80.156859,40,92,12.61
2870459,2546.0,80.156859,37,73,12.61
2870724,2531.0,79.535488,36,64,12.58
2871012,2525.0,79.535488,35,63,12.6
2871281,2520.0,79.535488,35,63,12.59
2871559,2519.0,78.914117,35,63,12.61
2871826,2510.0,78.914117,35,62,12.63
2872101,2508.0,78.914117,36,66,12.65
2872371,2512.0,78.292746,36,66,12.61
2872650,2496.0,78.292746,36,67,12.61
2872922,2499.0,78.292746,36,68,12.59
2873199,2491.0,78.292746,36,67,12.63
2873464,2482.0,77.671375,36,66,12.61
2873739,2481.0,77.671375,36,68,12.59
2874003,2479.0,77.671375,36,67,12.59
2874278,2474.0,77.671375,36,68,12.61
2874548,2475.0,77.671375,36,69,12.61
2874828,2466.0,77.050004,36,70,12.57
2875098,2462.0,77.050004,36,69,12.63
2875366,2461.0,77.050004,36,69,12.61
2875636,2456.0,77.050004,36,69,12.61
2875910,2455.0,76.428633,36,69,12.61
2876181,2451.0,76.428633,36,72,12.6
2876457,2449.0,76.428633,37,76,12.62
2876726,2462.0,76.428633,38,80,12.61
2877005,2453.0,76.428633,38,83,12.62
2877276,2456.0,76.428633,39,86,12.62
2877550,2460.0,76.428633,39,86,12.59
2877820,2447.0,76.428633,39,85,12.6
2878093,2450.0,76.428633,39,87,12.61
2878360,2448.0,76.428633,39,87,12.58
2878632,2443.0,76.428633,39,88,12.6
2878902,2451.0,76.428633,39,90,12.58
2879181,2450.0,76.428633,39,89,12.61
2879447,2445.0,76.428633,39,90,12.59
2879721,2448.0,76.428633,39,90,12.62
2879992,2456.0,76.428633,39,91,12.62
2880268,2452.0,77.050004,40,92,12.58
2880541,2451.0,77.050004,40,94,12.6
2880817,2460.0,77.050004,40,94,12.63
2881097,2472.0,77.050004,42,99,12.57
2881373,2471.0,77.050004,42,100,12.58
2881642,2476.0,77.050004,42,100,12.64
2881917,2473.0,77.671375,42,99,12.59
2882200,2475.0,77.671375,41,96,12.63
2882475,2482.0,77.671375,38,81,12.61
2882743,2468.0,77.671375,38,83,12.56
2883025,2471.0,77.671375,38,79,12.61
2883301,2473.0,77.671375,36,67,12.61
2883570,2467.0,77.671375,35,60,12.62
2883844,2459.0,77.671375,33,47,12.62
2884126,2461.0,77.671375,33,47,12.63
2884395,2456.0,77.671375,32,44,12.6
2884707,2454.0,77.050004,32,44,12.64
2884983,2447.0,77.050004,32,43,12.61
2885266,2439.0,77.050004,32,43,12.59
2885543,2438.0,77.050004,32,43,12.61
2885810,2433.0,76.428633,32,43,12.57
2886084,2435.0,76.428633,32,43,12.63
2886360,2431.0,76.428633,32,43,12.62
2886630,2428.0,76.428633,32,43,12.62
2886903,2424.0,75.807262,32,43,12.56
2887172,2422.0,75.807262,32,43,12.63
2887448,2418.0,75.807262,32,43,12.62
2887723,2418.0,75.807262,32,42,12.66
2887998,2410.0,75.807262,32,42,12.59
2888280,2404.0,75.807262,32,47,12.61
2888555,2423.0,75.185891,32,48,12.57
2888824,2407.0,75.185891,32,48,12.61
2889100,2406.0,75.185891,32,48,12.56
2889373,2396.0,75.185891,32,47,12.62
2889651,2392.0,75.185891,32,48,12.62
2889926,2391.0,75.185891,32,49,12.59
2890200,2394.0,75.185891,32,48,12.57
2890475,2390.0,75.185891,32,48,12.64
2890757,2392.0,75.185891,32,45,12.6
2891026,2386.0,75.185891,32,46,12.56
